figure	search for figures in the papyrus
pb="v" _i_ pos="NPROP"	search for proper names on the verso side of the papyrus
hi_rend=/.*superscript.*/	search for writing rendering containing superscript on the papyrus
gap_reason="illegible"	search for illegible gaps in the text
