7	NULL	Greek_source	Περὶ τοῦ ἀββᾶ Βισαρίωνος (β)
7	NULL	idno	IB17 484 f. 48
7	NULL	language	Sahidic Coptic
7	NULL	license	CC-BY 3.0
7	NULL	msName	MONB.EG
7	NULL	pages_from	267
7	NULL	pages_to	268
7	NULL	project	Coptic SCRIPTORIUM
7	NULL	repository	Biblioteca Nazionale di Napoli
7	NULL	title	Apophthegmata Patrum Sahidic 217 Besarion
7	NULL	translation	Amir Zeldes
7	NULL	version_date	14 July 2014
7	NULL	version_n	1.1
8	NULL	annotation	Elizabeth Platte, Caroline T. Schroeder
8	NULL	Coptic_edition	Chaîne (1960), § 22 pp. 4-5
8	NULL	corpus	apophthegmata.patrum
8	NULL	Greek_source	Περὶ τοῦ ἀββᾶ Ἰσαὰκ τοῦ πρεσβυτέρου τῶν Κελλίων (ζ)
8	NULL	idno	K 0321
8	NULL	language	Sahidic Coptic
8	NULL	license	CC-BY 3.0
8	NULL	msName	MONB.EG
8	NULL	pages	67
8	NULL	project	Coptic SCRIPTORIUM
8	NULL	repository	Österreichische Nationalbibliothek
8	NULL	title	Apophthegmata Patrum Sahidic 22 fragment
8	NULL	translation	Caroline T. Schroeder
8	NULL	version_date	14 July 2014
8	NULL	version_n	1.1
9	NULL	annotation	Lauren McDermott, Caroline T. Schroeder, Amir Zeldes
9	NULL	author	anonymous
9	NULL	collection	Papyrussamlung
9	NULL	Coptic_edition	Chaîne (1960), § 23,24 (Fragments de Vienne),pp. 4-5
9	NULL	corpus	apophthegmata.patrum
9	NULL	Greek_source	Περὶ τοῦ ἀββᾶ Ἰσαὰκ τοῦ πρεσβυτέρου τῶν Κελλίων (ζ)
9	NULL	idno	K 0321
9	NULL	language	Sahidic Coptic
9	NULL	license	CC-BY 3.0
9	NULL	msName	MONB.EG
9	NULL	pages_from	67
9	NULL	pages_to	67
9	NULL	project	Coptic SCRIPTORIUM
9	NULL	repository	Österreichische Nationalbibliothek
9	NULL	title	Apophthegmata Patrum Sahidic 23 Isaac
9	NULL	translation	Amir Zeldes
9	NULL	version_date	14 July 2014
9	NULL	version_n	1.1
10	NULL	annotation	Lauren McDermott, Caroline T. Schroeder, Amir Zeldes
10	NULL	author	anonymous
10	NULL	collection	Papyrussamlung
10	NULL	Coptic_edition	Chaîne (1960), § 25 (Fragments de Vienne), p. 5
10	NULL	corpus	apophthegmata.patrum
10	NULL	Greek_source	Περὶ τοῦ ἀββᾶ Ἰσαὰκ τοῦ πρεσβυτέρου τῶν Κελλίων (ιβ)
10	NULL	idno	K 0321
10	NULL	language	Sahidic Coptic
10	NULL	license	CC-BY 3.0
10	NULL	msName	MONB.EG
10	NULL	pages_from	67
10	NULL	pages_to	67
10	NULL	project	Coptic SCRIPTORIUM
10	NULL	repository	Österreichische Nationalbibliothek
