annotation	Lydia Bremer-McCollum, Nicholas Wagner, Caroline T. Schroeder
corpus	life.hilaria
languages	Sahidic Coptic
project	Coptic SCRIPTORIUM
translation	none
version_date	2026-06-08
version_n	6.3.0
