1	abraham	add_place	right
7899	abraham	lb_n	11
7900	abraham	lb_n	12
7901	abraham	lb_n	13
7902	abraham	lb_n	14
7903	abraham	lb_n	15
7904	abraham	lb_n	16
7905	abraham	lb_n	17
7906	abraham	lb_n	18
7907	abraham	lb_n	19
7908	abraham	lb_n	20
7909	abraham	lb_n	21
7910	abraham	lb_n	22
7911	abraham	lb_n	23
7912	abraham	lb_n	24
7913	abraham	lb_n	25
7914	abraham	lb_n	26
7915	abraham	lb_n	27
7916	abraham	lb_n	28
7917	abraham	lb_n	29
7918	abraham	lb_n	30
7919	abraham	lb_n	31
7920	abraham	lb_n	32
7921	abraham	lb_n	1
7922	abraham	lb_n	2
7923	abraham	lb_n	3
7924	abraham	lb_n	4
7925	abraham	lb_n	5
7926	abraham	lb_n	6
7927	abraham	lb_n	7
7928	abraham	lb_n	8
7929	abraham	lb_n	9
7930	abraham	lb_n	10
7931	abraham	lb_n	11
7932	abraham	lb_n	12
7933	abraham	lb_n	13
7934	abraham	lb_n	14
7935	abraham	lb_n	15
7936	abraham	lb_n	16
7937	abraham	lb_n	17
7938	abraham	lb_n	18
7939	abraham	lb_n	1
7940	abraham	lb_n	2
7941	abraham	lb_n	3
7942	abraham	lb_n	4
7943	abraham	lb_n	5
7944	abraham	lb_n	6
7945	abraham	lb_n	7
7946	abraham	lb_n	8
7947	abraham	lb_n	9
7948	abraham	lb_n	10
7949	abraham	lb_n	11
7950	abraham	lb_n	12
7951	abraham	lb_n	13
7952	abraham	lb_n	14
7953	abraham	morph	ⲣⲉϥ
7954	abraham	morph	ϫⲓⲟⲩⲉ
7955	abraham	morph	ⲙⲛⲧ
7956	abraham	morph	ⲣⲉϥ
7957	abraham	morph	ⲧⲱϩ
7958	abraham	norm	ⲡ
7959	abraham	norm	ⲥⲁⲧⲁⲛⲁⲥ
7960	abraham	norm	·
7961	abraham	norm	ⲙⲡⲱⲣ
7962	abraham	norm	ⲟⲛ
7963	abraham	norm	ⲉ
7964	abraham	norm	ⲧⲣⲉ
7965	abraham	norm	ⲛ
7966	abraham	norm	ϣⲱⲡⲉ
7967	abraham	norm	ⲙⲡⲣ
7968	abraham	norm	ⲟ
7969	abraham	norm	ⲇⲟⲇⲏⲥ
7970	abraham	norm	·
7971	abraham	norm	ⲁⲩⲱ
7972	abraham	norm	ⲛ
7973	abraham	norm	ⲣⲉϥϫⲓⲟⲩⲉ
7974	abraham	norm	·
7975	abraham	norm	ϫⲉ
7976	abraham	norm	ⲛ
7977	abraham	norm	ⲛⲉ
7978	abraham	norm	ⲛ
7979	abraham	norm	ϣⲱⲡⲉ
7980	abraham	norm	ⲛ
7981	abraham	norm	ⲧ
7982	abraham	norm	ϩⲉ
7983	abraham	norm	ⲛ
7984	abraham	norm	ⲓⲟⲩⲇⲁⲥ
7985	abraham	norm	ⲡⲁⲓ
7986	abraham	norm	ⲛⲧ
7987	abraham	norm	ⲁ
7988	abraham	norm	ϥ
7989	abraham	norm	ϫⲟⲟ
7990	abraham	norm	ⲥ
7991	abraham	norm	ⲉⲧⲃⲏⲏⲧ
7992	abraham	norm	ϥ
7993	abraham	norm	ⲉⲃⲟⲗ
7994	abraham	norm	ϩⲓⲧⲙ
7995	abraham	norm	ⲡⲛⲉⲩⲙⲁ
7996	abraham	norm	ⲉⲧ
7997	abraham	norm	ⲟⲩⲁⲁⲃ
7998	abraham	norm	ϫⲉ
7999	abraham	norm	ⲙⲁⲣⲉ
8000	abraham	norm	ⲡ
8001	abraham	norm	ⲥⲁϩⲟⲩ
8002	abraham	norm	ⲃⲱⲕ
8003	abraham	norm	ⲉϩⲟⲩⲛ
8004	abraham	norm	ⲉ
8005	abraham	norm	ϩⲏⲧ
8006	abraham	norm	ϥ
8007	abraham	norm	ⲛ
8008	abraham	norm	ⲧ
8009	abraham	norm	ϩⲉ
8010	abraham	norm	ⲛ
8011	abraham	norm	ⲟⲩ
8012	abraham	norm	ⲙⲙⲟ
8013	abraham	norm	ⲟⲩ
8014	abraham	norm	·
8015	abraham	norm	ⲁⲩⲱ
8016	abraham	norm	ⲛ
8017	abraham	norm	ⲧ
8018	abraham	norm	ϩⲉ
8019	abraham	norm	ⲛ
8020	abraham	norm	ⲟⲩ
8021	abraham	norm	ⲛⲉϩ
8022	abraham	norm	ϩⲛ
8023	abraham	norm	ⲛⲉϥ
8024	abraham	norm	ⲕⲉⲉⲥ
8025	abraham	norm	·
8026	abraham	norm	ⲉⲧⲃⲉ
8027	abraham	norm	ⲡⲁⲓ
8028	abraham	norm	ⲙⲡⲣ
8029	abraham	norm	ⲧⲣⲉ
8030	abraham	norm	ⲛ
8031	abraham	norm	ϣⲱⲡⲉ
8032	abraham	norm	ⲛ
8033	abraham	norm	ϩⲉⲛ
8034	abraham	norm	ⲣⲱⲙⲉ
8035	abraham	norm	ⲛ
8036	abraham	norm	ⲕⲣⲟϥ
8037	abraham	norm	ⲙ
8038	abraham	norm	ⲡⲉ
8039	abraham	norm	ⲙⲧⲟ
8040	abraham	norm	ⲉⲃⲟⲗ
8041	abraham	norm	ⲙ
8042	abraham	norm	ⲡ
8043	abraham	norm	ϫⲟⲉⲓⲥ
8044	abraham	norm	ϩⲛ
8045	abraham	norm	ⲗⲁⲁⲩ
8046	abraham	norm	ⲛ
8047	abraham	norm	ϩⲱⲃ
8048	abraham	norm	ⲉ
8049	abraham	norm	ϥ
8050	abraham	norm	ϩⲟⲟⲩ
8051	abraham	norm	·
8052	abraham	norm	ⲉⲓⲧⲉ
8053	abraham	norm	ϩⲛ
8054	abraham	norm	ⲟⲩ
8055	abraham	norm	ϫⲱϩⲙ
8056	abraham	norm	ⲙⲛ
8057	abraham	norm	ⲟⲩ
8058	abraham	norm	ⲥⲱⲱϥ
8059	abraham	norm	·
8060	abraham	norm	ⲉⲓⲧⲉ
8061	abraham	norm	ϩⲛ
8062	abraham	norm	ⲟⲩ
8063	abraham	norm	ϫⲓⲟⲩⲉ
8064	abraham	norm	ⲙⲛ
8065	abraham	norm	ⲟⲩ
8066	abraham	norm	ϭⲟⲗ
8067	abraham	norm	·
8068	abraham	norm	ⲏ
8069	abraham	norm	ϩⲛ
8070	abraham	norm	ⲟⲩ
8071	abraham	norm	ⲙⲟⲥⲧⲉ
8072	abraham	norm	ⲙⲛ
8073	abraham	norm	ⲟⲩ
8074	abraham	norm	ⲙⲛⲧⲃⲁⲃⲉ
8075	abraham	norm	ⲣⲱⲙⲉ
8076	abraham	norm	·
8077	abraham	norm	ⲏ
8078	abraham	norm	ϩⲛ
8079	abraham	norm	ⲟⲩ
8080	abraham	norm	ϩⲩⲡⲟⲕⲣⲓⲥⲓⲥ
8081	abraham	norm	ⲙⲛ
8082	abraham	norm	ⲟⲩ
8083	abraham	norm	ⲉⲟⲟⲩ
8084	abraham	norm	ⲉ
8085	abraham	norm	ϥ
8086	abraham	norm	ϣⲟⲩⲉⲓⲧ
8087	abraham	norm	·
8088	abraham	norm	ⲛⲓⲙ
8089	abraham	norm	ⲛⲉ
8090	abraham	norm	ⲛ
8091	abraham	norm	ⲃⲁⲃⲉ
8092	abraham	norm	ⲣⲱⲙⲉ
8093	abraham	norm	·
8094	abraham	norm	ⲉⲓⲙⲏⲧⲓ
8095	abraham	norm	ⲉ
8096	abraham	norm	ⲛⲁⲓ
8097	abraham	norm	ⲉⲧ
8098	abraham	norm	ϩⲙϩⲙ
8099	abraham	norm	·
8100	abraham	norm	ⲁⲩⲱ
8101	abraham	norm	ⲉⲧ
8102	abraham	norm	ⲕⲓⲙ
8103	abraham	norm	ⲛ
8104	abraham	norm	ⲧⲉⲩ
8105	abraham	norm	ⲁⲡⲉ
8106	abraham	norm	·
8107	abraham	norm	ϩⲛ
8108	abraham	norm	ⲟⲩ
8109	abraham	norm	ⲙⲁⲕϩ
8110	abraham	norm	ⲉ
8111	abraham	norm	ϥ
8112	abraham	norm	ϫⲟⲥⲉ
8113	abraham	norm	ⲙⲛ
8114	abraham	norm	ⲟⲩ
8115	abraham	norm	ⲕⲓⲙ
8116	abraham	norm	ⲛ
8117	abraham	norm	ⲃⲁⲗ
8118	abraham	norm	ⲉϩⲣⲁⲓ
8119	abraham	norm	ⲉϫⲛ
8120	abraham	norm	ⲛⲉⲧ
8121	abraham	norm	ⲣ
8122	abraham	norm	ϩⲙ
8123	abraham	norm	ⲙⲉ
8124	abraham	norm	ⲙⲙⲟ
8125	abraham	norm	ⲟⲩ
8126	abraham	norm	·
8127	abraham	norm	ⲉⲧ
8128	abraham	norm	ϥⲓ
8129	abraham	norm	ⲙ
8130	abraham	norm	ⲡⲉ
8131	abraham	norm	ⲩ
8132	abraham	norm	ⲣⲟⲟⲩϣ
8133	abraham	norm	·
8134	abraham	norm	ⲁⲩⲱ
8135	abraham	norm	ⲉⲧ
8136	abraham	norm	ϯ
8137	abraham	norm	ⲥⲃⲱ
8138	abraham	norm	ⲛⲁ
8139	abraham	norm	ⲩ
8140	abraham	norm	ⲉ
8141	abraham	norm	ⲧⲣⲉ
8142	abraham	norm	ⲩ
8143	abraham	norm	ϣⲱⲡⲉ
8144	abraham	norm	ϩⲛ
8145	abraham	norm	ⲟⲩ
8146	abraham	norm	ⲧⲥⲁⲛⲟ
8147	abraham	norm	ϩⲛ
8148	abraham	norm	ⲛⲧⲟϣ
8149	abraham	norm	ⲧⲏⲣ
8150	abraham	norm	ⲟⲩ
8151	abraham	norm	ⲛⲧⲉ
8152	abraham	norm	ⲡ
8153	abraham	norm	ⲛⲟⲩⲧⲉ
8154	abraham	norm	·
8155	abraham	norm	ⲁϣ
8156	abraham	norm	ⲛⲉ
8157	abraham	norm	ⲛ
8158	abraham	norm	ϩⲩⲡⲟⲕⲣⲓⲧⲏⲥ
8159	abraham	norm	ⲉⲓⲙⲏⲧⲓ
8160	abraham	norm	ⲉ
8161	abraham	norm	ϩⲉⲛ
8162	abraham	norm	ⲣⲱⲙⲉ
8163	abraham	norm	ⲉ
8164	abraham	norm	ⲩ
8165	abraham	norm	ⲛ
8166	abraham	norm	ϩⲉⲛ
8167	abraham	norm	ⲣⲱⲙⲉ
8168	abraham	norm	ϭⲁⲗⲱ
8169	abraham	norm	ⲟⲩ
8170	abraham	norm	ⲉⲣⲟ
8171	abraham	norm	ⲟⲩ
8172	abraham	norm	·
8173	abraham	norm	ⲉ
8174	abraham	norm	ⲩ
8175	abraham	norm	ϩⲱⲃⲥ
8176	abraham	norm	ⲉⲃⲟⲗ
8177	abraham	norm	ⲉϫⲛ
8178	abraham	norm	ⲛ
8179	abraham	norm	ⲉⲧ
8180	abraham	norm	ⲉⲓⲣⲉ
8181	abraham	norm	ⲛ
8182	abraham	norm	ⲧ
8183	abraham	norm	ⲡⲁⲣⲃⲁⲥⲓⲥ
8184	abraham	norm	ϩⲛ
8185	abraham	norm	ϩⲱⲃ
8186	abraham	norm	ⲛⲓⲙ
8187	abraham	norm	ⲙ
8188	abraham	norm	ⲙⲛⲧϣⲁϥⲧⲉ
8189	abraham	norm	·
8190	abraham	norm	ⲉⲧⲃⲉ
8191	abraham	norm	ⲡⲁⲓ
8192	abraham	norm	ⲙⲡⲱⲣ
8193	abraham	norm	ⲉ
8194	abraham	norm	ⲧⲣⲉ
8195	abraham	norm	ⲛ
8196	abraham	norm	ⲡⲗⲁⲛⲁ
8197	abraham	norm	ϩⲛ
8198	abraham	norm	ⲟⲩ
8199	abraham	norm	ⲙⲛⲧⲛⲟⲩϫ
8200	abraham	norm	ⲛ
8201	abraham	norm	ⲧⲛ
8202	abraham	norm	ϩⲱⲃⲥ
8203	abraham	norm	ⲉⲃⲟⲗ
8204	abraham	norm	ⲉϫⲛ
8205	abraham	norm	ⲛ
8206	abraham	norm	ⲛⲟⲃⲉ
8207	abraham	norm	ⲛ
8208	abraham	norm	ⲛⲉ
8209	abraham	norm	ⲛ
8210	abraham	norm	ⲉⲣⲏⲩ
8211	abraham	norm	·
8212	abraham	norm	ϫⲉ
8213	abraham	norm	ⲡⲁⲓ
8214	abraham	norm	ⲡⲉ
8215	abraham	norm	ⲡ
8216	abraham	norm	ϣⲟⲣϣⲣ
8217	abraham	norm	ⲛ
8218	abraham	norm	ⲥⲩⲛⲁⲅⲱⲅⲏ
8219	abraham	norm	ⲛⲓⲙ
8220	abraham	norm	ⲛⲧ
8221	abraham	norm	ⲁ
8222	abraham	norm	ⲩ
8223	abraham	norm	ⲣ
8224	abraham	norm	ⲛⲟⲃⲉ
8225	abraham	norm	ⲙ
8226	abraham	norm	ⲡⲉ
8227	abraham	norm	ⲙⲧⲟ
8228	abraham	norm	ⲉⲃⲟⲗ
8229	abraham	norm	ⲙ
8230	abraham	norm	ⲡ
8231	abraham	norm	ⲛⲟⲩⲧⲉ
8232	abraham	norm	ϫⲓⲛ
8233	abraham	norm	ⲛ
8234	abraham	norm	ϣⲟⲣⲡ
8235	abraham	norm	ϣⲁϩⲣⲁⲓ
8236	abraham	norm	ⲉ
8237	abraham	norm	ⲡ
8238	abraham	norm	ⲟⲟⲩ
8239	abraham	norm	ⲛ
8240	abraham	norm	ϩⲟⲟⲩ
8241	abraham	norm	·
8242	abraham	norm	ⲁⲗⲗⲁ
8243	abraham	norm	ϩⲛ
8244	abraham	norm	ⲟⲩ
8245	abraham	norm	ϯ
8246	abraham	norm	ⲥⲃⲱ
8247	abraham	norm	ⲙⲁⲣ
8248	abraham	norm	ⲛ
8249	abraham	norm	ϯ
8250	abraham	norm	ⲥⲃⲱ
8251	abraham	norm	ⲛ
8252	abraham	norm	ⲛⲉⲛ
8253	abraham	norm	ⲉⲣⲏⲩ
8254	abraham	norm	ⲉ
8255	abraham	norm	ⲧⲙ
8256	abraham	norm	ⲣ
8257	abraham	norm	ⲛⲟⲃⲉ
8258	abraham	norm	ⲙ
8259	abraham	norm	ⲡⲉ
8260	abraham	norm	ⲙⲧⲟ
8261	abraham	norm	ⲉⲃⲟⲗ
8262	abraham	norm	ⲙ
8263	abraham	norm	ⲡ
8264	abraham	norm	ϫⲟⲉⲓⲥ
8265	abraham	norm	·
8266	abraham	norm	ⲁⲩⲱ
8267	abraham	norm	ⲟⲛ
8268	abraham	norm	ⲉⲛϣⲁⲛ
8269	abraham	norm	ϣⲱϥⲧ
8270	abraham	norm	ⲛ
8271	abraham	norm	ⲧⲛ
8272	abraham	norm	ⲉⲓⲣⲉ
8273	abraham	norm	ⲛ
8274	abraham	norm	ⲟⲩ
8275	abraham	norm	ⲙⲛⲧϣⲁϥⲧⲉ
8276	abraham	norm	ϩⲛ
8277	abraham	norm	ⲟⲩ
8278	abraham	norm	ϫⲡⲓⲟ
8279	abraham	norm	ⲙⲁⲣ
8280	abraham	norm	ⲛ
8281	abraham	norm	ϫⲡⲓⲟ
8282	abraham	norm	ⲛ
8283	abraham	norm	ⲛⲉⲛ
8284	abraham	norm	ⲉⲣⲏⲩ
8285	abraham	norm	ϫⲉ
8286	abraham	norm	ⲡⲁⲓ
8287	abraham	norm	ⲡⲉ
8288	abraham	norm	ⲡ
8289	abraham	norm	ⲧⲁϫⲣⲟ
8290	abraham	norm	·
8291	abraham	norm	ⲁⲩⲱ
8292	abraham	norm	ⲡ
8293	abraham	norm	ⲥⲟⲟϩⲉ
8294	abraham	norm	ⲛ
8295	abraham	norm	ⲥⲩⲛⲁⲅⲱⲅⲏ
8296	abraham	norm	ⲛⲓⲙ
8297	abraham	norm	ⲛⲧ
8298	abraham	norm	ⲁ
8299	abraham	norm	ⲩ
8300	abraham	norm	ⲣ
8301	abraham	norm	ⲁⲛⲁϥ
8302	abraham	norm	ⲙ
8303	abraham	norm	ⲡ
8304	abraham	norm	ϫⲟⲉⲓⲥ
8305	abraham	norm	ϫⲓ
8306	abraham	norm	ⲛ
8307	abraham	norm	ⲛ
8308	abraham	norm	ϣⲟⲣⲡ
8309	abraham	norm	ϣⲁϩⲣⲁⲓ
8310	abraham	norm	ⲉ
8311	abraham	norm	ⲧⲉⲛⲟⲩ
8312	abraham	norm	·
8313	abraham	norm	ⲛ
8314	abraham	norm	ⲟⲩ
8315	abraham	norm	ⲙⲟⲓϩⲉ
8316	abraham	norm	ⲁⲛ
8317	abraham	norm	ⲧⲉ
8318	abraham	norm	ⲉⲛϣⲁⲛ
8319	abraham	norm	ϣⲱⲡⲉ
8320	abraham	norm	ⲛ
8321	abraham	norm	ⲧ
8322	abraham	norm	ϩⲉ
8323	abraham	norm	ⲛ
8324	abraham	norm	ⲛⲉ
8325	abraham	norm	ⲡⲣⲟⲫⲏⲧⲏⲥ
8326	abraham	norm	ⲛ
8327	abraham	norm	ⲛⲟⲩϫ
8328	abraham	norm	ⲛ
8329	abraham	norm	ⲧⲛ
8330	abraham	norm	ϩⲱⲃⲥ
8331	abraham	norm	ⲉⲃⲟⲗ
8332	abraham	norm	ⲉϫⲛ
8333	abraham	norm	ⲛ
8334	abraham	norm	ⲛⲟⲃⲉ
8335	abraham	norm	ⲛ
8336	abraham	norm	ⲛⲉⲛ
8337	abraham	norm	ⲉⲣⲏⲩ
8338	abraham	norm	ⲛⲧⲉ
8339	abraham	norm	ⲡ
8340	abraham	norm	ⲛⲟⲩⲧⲉ
8341	abraham	norm	·
8342	abraham	norm	ⲡ
8343	abraham	norm	ⲱϩⲧ
8344	abraham	norm	ⲙ
8345	abraham	norm	ⲡⲉ
8346	abraham	norm	ϥ
8347	abraham	norm	ⲥⲁϩⲟⲩ
8348	abraham	norm	ⲉϩⲣⲁⲓ
8349	abraham	norm	ⲉϫⲱ
8350	abraham	norm	ⲛ
8351	abraham	norm	ϩⲛ
8352	abraham	norm	ⲟⲩ
8353	abraham	norm	ϭⲱⲛⲧ
8354	abraham	norm	ⲙⲛ
8355	abraham	norm	ⲟⲩ
8356	abraham	norm	ⲟⲣⲅⲏ
8357	abraham	norm	·
8358	abraham	norm	ⲁⲗⲗⲁ
8359	abraham	norm	ⲧⲉ
8360	abraham	norm	ϣⲡⲏⲣⲉ
8361	abraham	norm	ⲛⲧⲟϥ
8362	abraham	norm	ⲧⲉ
8363	abraham	norm	ⲉⲛϣⲁⲛ
8364	abraham	norm	ⲟⲩⲁ
8365	abraham	norm	ϩⲛ
8366	abraham	norm	ⲛ
8367	abraham	norm	ⲥⲁ
8368	abraham	norm	ⲡⲉ
8369	abraham	norm	ⲥⲙⲟⲧ
8370	abraham	norm	ⲛ
8371	abraham	norm	ⲛⲉⲛ
8372	abraham	norm	ⲉⲓⲟⲧⲉ
8373	abraham	norm	ⲛⲉ
8374	abraham	norm	ⲡⲣⲟⲫⲏⲧⲏⲥ
8375	abraham	norm	ⲙⲛ
8376	abraham	norm	ⲛ
8377	abraham	norm	ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
8378	abraham	norm	·
8379	abraham	norm	ⲛ
8380	abraham	norm	ⲧⲛ
8381	abraham	norm	ϣⲱⲡⲉ
8382	abraham	norm	ⲉ
8383	abraham	norm	ⲛ
8384	abraham	norm	ϯ
8385	abraham	norm	ⲥⲃⲱ
8386	abraham	norm	ⲛ
8387	abraham	norm	ⲛⲉⲛ
8388	abraham	norm	ⲉⲣⲏⲩ
8389	abraham	norm	ⲉ
8390	abraham	norm	ⲧⲙ
8391	abraham	norm	ⲣ
8392	abraham	norm	ⲛⲟⲃⲉ
8393	abraham	norm	ⲙ
8394	abraham	norm	ⲡⲉ
8395	abraham	norm	ⲙⲧⲟ
8396	abraham	norm	ⲉⲃⲟⲗ
8397	abraham	norm	ⲙ
8398	abraham	norm	ⲡ
8399	abraham	norm	ⲛⲟⲩⲧⲉ
8400	abraham	norm	·
8401	abraham	norm	ⲁⲩⲱ
8402	abraham	norm	ⲟⲛ
8403	abraham	norm	ⲕⲁⲛ
8404	abraham	norm	ⲉⲛϣⲁⲛ
8405	abraham	norm	ⲉⲓⲣⲉ
8406	abraham	norm	ⲛ
8407	abraham	norm	ⲟⲩ
8408	abraham	norm	ⲙⲛⲧϣⲁϥⲧⲉ
8409	abraham	norm	ϩⲛ
8410	abraham	norm	ⲟⲩ
8411	abraham	norm	ⲙⲛⲧⲁⲧⲥⲟⲟⲩⲛ
8412	abraham	norm	·
8413	abraham	norm	ϩⲛ
8414	abraham	norm	ⲟⲩ
8415	abraham	norm	ϫⲡⲓⲟ
8416	abraham	norm	ⲛ
8417	abraham	norm	ⲧⲛ
8418	abraham	norm	ϫⲡⲓⲟ
8419	abraham	norm	ⲛ
8420	abraham	norm	ⲛⲉⲛ
8421	abraham	norm	ⲉⲣⲏⲩ
8422	abraham	norm	ⲉ
8423	abraham	norm	ⲧⲣⲉ
8424	abraham	norm	ⲛ
8425	abraham	norm	ⲙⲉⲧⲁⲛⲟⲓ
8426	abraham	norm	·
8427	abraham	norm	ϫⲉⲕⲁⲥ
8428	abraham	norm	ⲉⲣⲉ
8429	abraham	norm	ⲡ
8430	abraham	norm	ϫⲟⲉⲓⲥ
8431	abraham	norm	ⲡⲱϩⲧ
8432	abraham	norm	ⲙ
8433	abraham	norm	ⲡⲉϥ
8434	abraham	norm	ⲥⲙⲟⲩ
8435	abraham	norm	ⲉϩⲣⲁⲓ
8436	abraham	norm	ⲉϫⲱ
8437	abraham	norm	ⲛ
8438	abraham	norm	ϩⲛ
8439	abraham	norm	ⲟⲩ
8440	abraham	norm	ⲛⲁ
8441	abraham	norm	ⲙⲛ
8442	abraham	norm	ⲟⲩ
8443	abraham	norm	ⲙⲛⲧϣⲁ
8444	abraham	norm	ⲛ
8445	abraham	norm	ϩⲧⲏ
8446	abraham	norm	ϥ
8447	abraham	norm	ⲡⲗⲏⲛ
8448	abraham	norm	ⲉϣϫⲉ
8449	abraham	norm	ⲡ
8450	abraham	norm	ⲉⲧ
8451	abraham	norm	ⲉϣϣⲉ
8452	abraham	norm	ⲡⲉ
8453	abraham	norm	ⲉ
8454	abraham	norm	ⲧⲣⲉ
8455	abraham	norm	ⲛ
8456	abraham	norm	ϫⲉ
8457	abraham	norm	ϩⲁϩ
8458	abraham	norm	ⲛ
8459	abraham	norm	ϣⲁϫⲉ
8460	abraham	norm	·
8461	abraham	norm	ⲛⲏ
8462	abraham	norm	ⲧⲛ
8463	abraham	norm	ϩⲛ
8464	abraham	norm	ⲧⲉⲓ
8465	abraham	norm	ⲉⲡⲓⲥⲧⲟⲗⲏ
8466	abraham	norm	·
8467	abraham	norm	ⲡ
8468	abraham	norm	ⲉⲧ
8469	abraham	norm	ⲉϣϣⲉ
8470	abraham	norm	ⲟⲛ
8471	abraham	norm	ⲡⲉ
8472	abraham	norm	ⲉ
8473	abraham	norm	ⲧⲣⲉ
8474	abraham	norm	ⲛ
8475	abraham	norm	ϩⲱ
8476	abraham	norm	ⲉⲣⲟ
8477	abraham	norm	ⲛ
8478	abraham	norm	·
8479	abraham	norm	ⲁⲩⲱ
8480	abraham	norm	ⲛ
8481	abraham	norm	ⲧⲛ
8482	abraham	norm	ϯ
8483	abraham	norm	ⲧⲏⲩⲧⲛ
8484	abraham	norm	ⲉ
8485	abraham	norm	ⲧⲟⲟⲧ
8486	abraham	norm	ϥ
8487	abraham	norm	ⲙ
8488	abraham	norm	ⲡ
8489	abraham	norm	ⲛⲟⲩⲧⲉ
8490	abraham	norm	ⲙⲛ
8491	abraham	norm	ⲛ
8492	abraham	norm	ϣⲁϫⲉ
8493	abraham	norm	ⲧⲏⲣ
8494	abraham	norm	ⲟⲩ
8495	abraham	norm	ⲛ
8496	abraham	norm	ⲛⲉ
8497	abraham	norm	ⲅⲣⲁⲫⲏ
8498	abraham	norm	·
8499	abraham	norm	ⲛ
8500	abraham	norm	ⲧ
8501	abraham	norm	ϩⲉ
8502	abraham	norm	ⲉ
8503	abraham	norm	ϣⲁ
8504	abraham	norm	ϥ
8505	abraham	norm	ϫⲟⲟ
8506	abraham	norm	ⲥ
8507	abraham	norm	ⲛϭⲓ
8508	abraham	norm	ⲡ
8509	abraham	norm	ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
8510	abraham	norm	·
8511	abraham	norm	ϫⲉ
8512	abraham	norm	ϯ
8513	abraham	norm	ϯ
8514	abraham	norm	ⲙⲙⲱ
8515	abraham	norm	ⲧⲛ
8516	abraham	norm	ⲉ
8517	abraham	norm	ⲧⲟⲟⲧ
8518	abraham	norm	ϥ
8519	abraham	norm	ⲙ
8520	abraham	norm	ⲡ
8521	abraham	norm	ⲛⲟⲩⲧⲉ
8522	abraham	norm	ⲙⲛ
8523	abraham	norm	ⲡ
8524	abraham	norm	ϣⲁϫⲉ
8525	abraham	norm	ⲛ
8526	abraham	norm	ⲧⲉ
8527	abraham	norm	ϥ
8528	abraham	norm	ⲭⲁⲣⲓⲥ
8529	abraham	norm	·
8530	abraham	norm	ⲡ
8531	abraham	norm	ⲉⲧⲉ
8532	abraham	norm	ⲩⲛ
8533	abraham	norm	ϭⲟⲙ
8534	abraham	norm	ⲙⲙⲟ
8535	abraham	norm	ϥ
8536	abraham	norm	ⲉ
8537	abraham	norm	ⲕⲱⲧ
8538	abraham	norm	ⲙⲙⲱ
8539	abraham	norm	ⲧⲛ
8540	abraham	norm	ⲁⲩⲱ
8541	abraham	norm	ⲉ
8542	abraham	norm	ϯ
8543	abraham	norm	ⲛⲏ
8544	abraham	norm	ⲧⲛ
8545	abraham	norm	ⲛ
8546	abraham	norm	ⲧⲉ
8547	abraham	norm	ⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ
8548	abraham	norm	ⲙⲛ
8549	abraham	norm	ⲛ
8550	abraham	norm	ⲉⲧ
8551	abraham	norm	ⲟⲩⲁⲁⲃ
8552	abraham	norm	ⲧⲏⲣ
8553	abraham	norm	ⲟⲩ
8554	abraham	norm	·
8555	abraham	norm	ⲧⲉⲛⲟⲩ
8556	abraham	norm	ϭⲉ
8557	abraham	norm	ⲉⲡⲉⲓⲇⲏ
8558	abraham	norm	ⲁ
8559	abraham	norm	ⲧⲉⲧⲛ
8560	abraham	norm	ⲧⲛⲛⲟ
8561	abraham	norm	ⲟⲩ
8562	abraham	norm	ⲛⲁ
8563	abraham	norm	ⲛ
8564	abraham	norm	ϫⲉ
8565	abraham	norm	ⲁ
8566	abraham	norm	ⲧ
8567	abraham	norm	ⲥⲱⲛⲉ
8568	abraham	norm	ⲛⲧ
8569	abraham	norm	ⲁ
8570	abraham	norm	ⲧⲉⲧⲛ
8571	abraham	norm	ⲧⲁϩⲟ
8572	abraham	norm	ⲥ
8573	abraham	norm	ⲉ
8574	abraham	norm	ⲣⲁⲧ
8575	abraham	norm	ⲥ
8576	abraham	norm	ⲉ
8577	abraham	norm	ⲡ
8578	abraham	norm	ⲙⲁ
8579	abraham	norm	ⲛⲧⲉ
8580	abraham	norm	ⲛ
8581	abraham	norm	ⲧⲁ
8582	abraham	norm	ⲥ
8583	abraham	norm	ⲙⲟⲩ
8584	abraham	norm	·
8585	abraham	norm	ⲁⲑⲉⲧⲓ
8586	abraham	norm	ⲙ
8587	abraham	norm	ⲡ
8588	abraham	norm	ϩⲱⲃ
8589	abraham	norm	ⲛⲧ
8590	abraham	norm	ⲁ
8591	abraham	norm	ⲧⲉⲧⲛ
8592	abraham	norm	ⲧⲟϣ
8593	abraham	norm	ⲥ
8594	abraham	norm	ⲉⲣⲟ
8595	abraham	norm	ϥ
8596	abraham	norm	·
8597	abraham	norm	ⲧⲛ
8598	abraham	norm	ⲟⲩⲱϣ
8599	abraham	norm	ⲉ
8600	abraham	norm	ⲧⲣⲉ
8601	abraham	norm	ⲧⲛ
8602	abraham	norm	ⲧⲁⲙⲟ
8603	abraham	norm	ⲛ
8604	abraham	norm	ϫⲉ
8605	abraham	norm	ⲉⲧⲃⲉ
8606	abraham	norm	ⲟⲩ
8607	abraham	norm	ⲁ
8608	abraham	norm	ⲥ
8609	abraham	norm	ⲗⲟ
8610	abraham	norm	ⲙⲙⲁⲩ
8611	abraham	norm	ϩⲙ
