1	abraham	add_place	right
19235	abraham	norm	ⲛⲁ
19236	abraham	norm	ⲩ
19237	abraham	norm	·
19238	abraham	norm	ⲉ
19239	abraham	norm	ⲩ
19240	abraham	norm	ⲉⲓⲣⲉ
19241	abraham	norm	ⲙ
19242	abraham	norm	ⲡ
19243	abraham	norm	ⲙⲉⲉⲩⲉ
19244	abraham	norm	,
19245	abraham	norm	ⲙ
19246	abraham	norm	ⲡ
19247	abraham	norm	ϣⲁϫⲉ
19248	abraham	norm	ⲙ
19249	abraham	norm	ⲡ
19250	abraham	norm	ϫⲟⲉⲓⲥ
19251	abraham	norm	.
19252	abraham	norm	ϫⲉ
19253	abraham	norm	ⲡ
19254	abraham	norm	ⲉⲧ
19255	abraham	norm	ⲛⲏⲩ
19256	abraham	norm	ϣⲁⲣⲟ
19257	abraham	norm	ⲉⲓ
19258	abraham	norm	,
19259	abraham	norm	ⲉ
19260	abraham	norm	ϥ
19261	abraham	norm	ⲙⲟⲥⲧⲉ
19262	abraham	norm	ⲙ
19263	abraham	norm	ⲡⲉϥ
19264	abraham	norm	ⲉⲓⲱⲧ
19265	abraham	norm	ⲙⲛ
19266	abraham	norm	ⲧⲉ
19267	abraham	norm	ϥ
19268	abraham	norm	ⲙⲁⲁⲩ
19269	abraham	norm	·
19270	abraham	norm	ⲙⲛ
19271	abraham	norm	ⲛⲉϥ
19272	abraham	norm	ϣⲏⲣⲉ
19273	abraham	norm	·
19274	abraham	norm	ⲙⲛ
19275	abraham	norm	ⲛⲉϥ
19276	abraham	norm	ⲥⲛⲏⲩ
19277	abraham	norm	ⲙⲛ
19278	abraham	norm	ⲛⲉϥ
19279	abraham	norm	ⲥⲱⲛⲉ
19280	abraham	norm	,
19281	abraham	norm	ⲉⲧⲓ
19282	abraham	norm	ⲇⲉ
19283	abraham	norm	ⲧⲉϥ
19284	abraham	norm	ⲕⲉ
19285	abraham	norm	ⲯⲩⲭⲏ
19286	abraham	norm	.
19287	abraham	norm	ⲛⲁⲓ
19288	abraham	norm	ⲛ
19289	abraham	norm	ⲧⲉⲓ
19290	abraham	norm	ϩⲉ
19291	abraham	norm	ⲛ
19292	abraham	norm	ⲉⲧ
19293	abraham	norm	ⲛⲁ
19294	abraham	norm	ϣ
19295	abraham	norm	ϭⲙϭⲟⲙ
19296	abraham	norm	ⲉ
19297	abraham	norm	ⲣ
19298	abraham	norm	ⲙⲁⲑⲏⲧⲏⲥ
19299	abraham	norm	ⲙ
19300	abraham	norm	ⲡ
19301	abraham	norm	ϫⲟⲉⲓⲥ
19302	abraham	norm	ⲕⲁⲧⲁ
19303	abraham	norm	ⲛⲉ
19304	abraham	norm	ⲅⲣⲁⲫⲏ
19305	abraham	norm	·
19306	abraham	norm	ⲁⲩⲱ
19307	abraham	norm	ⲛⲁⲓ
19308	abraham	norm	ⲛⲉ
19309	abraham	norm	ⲛⲉ
19310	abraham	norm	ⲥⲓⲟⲩⲣ
19311	abraham	norm	ⲉⲧⲉ
19312	abraham	norm	ⲙⲛⲧ
19313	abraham	norm	ⲟⲩ
19314	abraham	norm	ϣⲏⲣⲉ
19315	abraham	norm	ⲙⲙⲁⲩ
19316	abraham	norm	ⲛⲧⲉ
19317	abraham	norm	ⲧ
19318	abraham	norm	ⲥⲁⲣⲝ
19319	abraham	norm	·
19320	abraham	norm	ⲉ
19321	abraham	norm	ⲁ
19322	abraham	norm	ⲩ
19323	abraham	norm	ϣⲱⲡⲉ
19324	abraham	norm	ⲇⲉ
19325	abraham	norm	ⲛ
19326	abraham	norm	ⲉⲓⲱⲧ
19327	abraham	norm	ⲛ
19328	abraham	norm	ϩⲁϩ
19329	abraham	norm	ⲛ
19330	abraham	norm	ϣⲏⲣⲉ
19331	abraham	norm	·
19332	abraham	norm	ⲛⲧⲉ
19333	abraham	norm	ⲡ
19334	abraham	norm	ⲛⲟⲩⲧⲉ
19335	abraham	norm	·
19336	abraham	norm	ⲉⲃⲟⲗ
19337	abraham	norm	ϫⲉ
19338	abraham	norm	ⲕⲁⲛ
19339	abraham	norm	ⲉϣϫⲉ
19340	abraham	norm	ⲙⲛⲧ
19341	abraham	norm	ⲟⲩ
19342	abraham	norm	ϣⲏⲣⲉ
19343	abraham	norm	,
19344	abraham	norm	ⲙⲙⲁⲩ
19345	abraham	norm	.
19346	abraham	norm	ⲏ
19347	abraham	norm	ⲉϣϫⲉ
19348	abraham	norm	ⲟⲩⲛⲧⲁ
19349	abraham	norm	ⲩ
19350	abraham	norm	.
19351	abraham	norm	ⲛⲧⲟϥ
19352	abraham	norm	ⲙⲙⲁⲩ
19353	abraham	norm	.
19354	abraham	norm	ⲉ
19355	abraham	norm	ⲁ
19356	abraham	norm	ⲩ
19357	abraham	norm	ⲁⲡⲟⲧⲁⲥⲥⲉ
19358	abraham	norm	ⲙⲙⲟ
19359	abraham	norm	ⲟⲩ
19360	abraham	norm	ⲧⲏⲣ
19361	abraham	norm	ⲟⲩ
19362	abraham	norm	ⲙⲛ
19363	abraham	norm	ϩⲛⲁⲩ
19364	abraham	norm	ⲛⲓⲙ
19365	abraham	norm	ⲉⲧ
19366	abraham	norm	ϣⲟⲟⲡ
19367	abraham	norm	ⲛⲁ
19368	abraham	norm	ⲩ
19369	abraham	norm	.
19370	abraham	norm	ⲁ
19371	abraham	norm	ⲩ
19372	abraham	norm	ϥⲓ
19373	abraham	norm	ⲙ
19374	abraham	norm	ⲡⲉⲩ
19375	abraham	norm	ⲥⲧⲁⲩⲣⲟⲥ
19376	abraham	norm	ⲁ
19377	abraham	norm	ⲩ
19378	abraham	norm	ⲟⲩⲁϩ
19379	abraham	norm	ⲟⲩ
19380	abraham	norm	ⲛ
19381	abraham	norm	ⲥⲁ
19382	abraham	norm	ⲡ
19383	abraham	norm	ϫⲟⲉⲓⲥ
19384	abraham	norm	·
19385	abraham	norm	ϩⲉⲛ
19386	abraham	norm	ⲧⲉⲓ
19387	abraham	norm	ⲙⲓⲛⲉ
19388	abraham	norm	ⲇⲉ
19389	abraham	norm	ⲛⲉ
19390	abraham	norm	ⲛⲉⲛ
19391	abraham	norm	ⲉⲓⲟⲧⲉ
19392	abraham	norm	,
19393	abraham	norm	ⲉⲧ
19394	abraham	norm	ⲟⲩⲁⲁⲃ
19395	abraham	norm	ⲛⲉ
19396	abraham	norm	ⲡⲣⲟⲫⲏⲧⲏⲥ
19397	abraham	norm	ⲙⲛ
19398	abraham	norm	ⲛ
19399	abraham	norm	ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
19400	abraham	norm	·
19401	abraham	norm	ⲛⲁⲓ
19402	abraham	norm	ⲛⲁⲙⲉ
19403	abraham	norm	ⲛⲧⲁ
19404	abraham	norm	ⲩ
19405	abraham	norm	ϣⲱⲡⲉ
19406	abraham	norm	ⲛ
19407	abraham	norm	ⲥⲓⲟⲩⲣ
19408	abraham	norm	ⲉⲧⲃⲉ
19409	abraham	norm	ⲧ
19410	abraham	norm	ⲙⲛⲧⲉⲣⲟ
19411	abraham	norm	ⲙ
19412	abraham	norm	ⲡ
19413	abraham	norm	ⲛⲟⲩⲧⲉ
19414	abraham	norm	·
19415	abraham	norm	ⲁⲩⲱ
19416	abraham	norm	ⲧⲁⲓ
19417	abraham	norm	ⲧⲉ
19418	abraham	norm	ⲧ
19419	abraham	norm	ϩⲉ
19420	abraham	norm	ⲉⲛⲧ
19421	abraham	norm	ⲁ
19422	abraham	norm	ⲩ
19423	abraham	norm	ϣⲱⲡⲉ
19424	abraham	norm	ⲛ
19425	abraham	norm	ⲉⲓⲱⲧ
19426	abraham	norm	ⲛ
19427	abraham	norm	ϩⲁϩ
19428	abraham	norm	ⲛ
19429	abraham	norm	ⲗⲁⲟⲥ
19430	abraham	norm	·
19431	abraham	norm	ⲕⲁⲧⲁ
19432	abraham	norm	ⲡ
19433	abraham	norm	ϣⲁϫⲉ
19434	abraham	norm	ⲙ
19435	abraham	norm	ⲡ
19436	abraham	norm	ϫⲟⲉⲓⲥ
19437	abraham	norm	ϫⲉ
19438	abraham	norm	ⲟⲩⲟⲛ
19439	abraham	norm	ⲛⲓⲙ
19440	abraham	norm	ⲉⲛⲧ
19441	abraham	norm	ⲁ
19442	abraham	norm	ϥ
19443	abraham	norm	ⲕⲁ
19444	abraham	norm	ⲏⲉⲓ
19445	abraham	norm	ⲛⲥⲱ
19446	abraham	norm	ϥ
19447	abraham	norm	·
19448	abraham	norm	ⲏ
19449	abraham	norm	ⲥⲟⲛ
19450	abraham	norm	.
19451	abraham	norm	ⲏ
19452	abraham	norm	ⲥⲱⲛⲉ
19453	abraham	norm	·
19454	abraham	norm	ⲏ
19455	abraham	norm	ⲉⲓⲱⲧ
19456	abraham	norm	·
19457	abraham	norm	ⲏ
19458	abraham	norm	ⲙⲁⲁⲩ
19459	abraham	norm	·
19460	abraham	norm	ⲏ
19461	abraham	norm	ⲥϩⲓⲙⲉ
19462	abraham	norm	·
19463	abraham	norm	ⲏ
19464	abraham	norm	ϣⲏⲣⲉ
19465	abraham	norm	·
19466	abraham	norm	ⲏ
19467	abraham	norm	ϣⲉⲉⲣⲉ
19468	abraham	norm	·
19469	abraham	norm	ⲏ
19470	abraham	norm	ⲥⲱϣⲉ
19471	abraham	norm	,
19472	abraham	norm	ⲉⲧⲃⲉ
19473	abraham	norm	ⲡⲁ
19474	abraham	norm	ⲣⲁⲛ
19475	abraham	norm	.
19476	abraham	norm	ϥ
19477	abraham	norm	ⲛⲁ
19478	abraham	norm	ϫⲓⲧ
19479	abraham	norm	ⲟⲩ
19480	abraham	norm	ⲛ
19481	abraham	norm	ϩⲁϩ
19482	abraham	norm	ⲛ
19483	abraham	norm	ⲕⲱⲃ
19484	abraham	norm	ⲁⲩⲱ
19485	abraham	norm	ⲛ
19486	abraham	norm	ϥ
19487	abraham	norm	ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ
19488	abraham	norm	,
19489	abraham	norm	ⲙ
19490	abraham	norm	ⲡ
19491	abraham	norm	ⲱⲛϩ
19492	abraham	norm	ϣⲁ
19493	abraham	norm	ⲉⲛⲉϩ
19494	abraham	norm	:
19495	abraham	norm	ⲉⲧⲃⲉ
19496	abraham	norm	ⲡⲁⲓ
19497	abraham	norm	ⲛⲉ
19498	abraham	norm	ⲥⲛⲏⲩ
19499	abraham	norm	,
19500	abraham	norm	ⲙⲡⲱⲣ
19501	abraham	norm	ⲉ
19502	abraham	norm	ⲧⲣⲉ
19503	abraham	norm	ⲡ
19504	abraham	norm	ⲟⲩⲁ
19505	abraham	norm	ⲡ
19506	abraham	norm	ⲟⲩⲁ
19507	abraham	norm	ⲙⲙⲟ
19508	abraham	norm	ⲛ
19509	abraham	norm	ϩⲣⲟϣ
19510	abraham	norm	ⲉ
19511	abraham	norm	ⲡ
19512	abraham	norm	ⲉⲧ
19513	abraham	norm	ϩⲓⲧⲟⲩⲱ
19514	abraham	norm	ϥ
19515	abraham	norm	ϩⲙ
19516	abraham	norm	ⲡⲉⲛ
19517	abraham	norm	ⲙⲉⲉⲩⲉ
19518	abraham	norm	ⲙ
19519	abraham	norm	ⲙⲛⲧϣⲙⲙⲟ
19520	abraham	norm	ⲉⲧ
19521	abraham	norm	ϣⲟⲟⲡ
19522	abraham	norm	ⲛϩⲏⲧ
19523	abraham	norm	ⲛ
19524	abraham	norm	.
19525	abraham	norm	ⲉ
19526	abraham	norm	ⲛ
19527	abraham	norm	ⲡⲏϣ
19528	abraham	norm	ϩⲙ
19529	abraham	norm	ⲡⲉⲛ
19530	abraham	norm	ϩⲏⲧ
19531	abraham	norm	ⲉϩⲟⲩⲛ
19532	abraham	norm	ⲉ
19533	abraham	norm	ⲛⲉⲛ
19534	abraham	norm	ⲉⲣⲏⲩ
19535	abraham	norm	·
19536	abraham	norm	ϫⲉ
19537	abraham	norm	ⲥⲉ
19538	abraham	norm	ⲁⲛⲁⲅⲕⲁⲍⲉ
19539	abraham	norm	ⲙⲙⲟ
19540	abraham	norm	ⲛ
19541	abraham	norm	ϩⲛ
19542	abraham	norm	ⲛⲉⲛ
19543	abraham	norm	ⲙⲟⲕⲙⲉⲕ
19544	abraham	norm	ⲙ
19545	abraham	norm	ⲙⲛⲧⲥⲁⲃⲉ
19546	abraham	norm	ⲛⲁ
19547	abraham	norm	ⲛ
19548	abraham	norm	[..]
19549	abraham	norm	ⲙⲁⲩⲁⲁ
19550	abraham	norm	ⲛ
19551	abraham	norm	[..]
19552	abraham	norm	ⲧⲙ
19553	abraham	norm	ⲧⲣⲉ
19554	abraham	norm	ⲛ
19555	abraham	norm	ϥⲓ
19556	abraham	norm	ⲡ
19557	abraham	norm	ⲣⲟⲟⲩϣ
19558	abraham	norm	ⲛ
19559	abraham	norm	ⲛⲉⲛ
19560	abraham	norm	ⲉⲣⲏⲩ
19561	abraham	norm	·
19562	abraham	norm	ⲁⲗⲗⲁ
19563	abraham	norm	ϩⲱⲥ
19564	abraham	norm	ϣⲃⲣ
19565	abraham	norm	ⲣ
19566	abraham	norm	ϩⲱⲃ
19567	abraham	norm	ⲛⲧⲉ
19568	abraham	norm	ⲡ
19569	abraham	norm	ⲛⲟⲩⲧⲉ
19570	abraham	norm	.
19571	abraham	norm	ⲙⲁⲣⲉ
19572	abraham	norm	ⲡ
19573	abraham	norm	ⲟⲩⲁ
19574	abraham	norm	ⲡ
19575	abraham	norm	ⲟⲩⲁ
19576	abraham	norm	ⲙⲙⲟ
19577	abraham	norm	ⲛ
19578	abraham	norm	ϥⲓ
19579	abraham	norm	ϩⲁ
19580	abraham	norm	ⲡ
19581	abraham	norm	ⲉⲧ
19582	abraham	norm	ϩⲓ
19583	abraham	norm	ⲧⲟⲩⲱ
19584	abraham	norm	ϥ
19585	abraham	norm	ⲉⲓⲧⲉ
19586	abraham	norm	ⲛⲟϭ
19587	abraham	norm	.
19588	abraham	norm	ⲉⲓⲧⲉ
19589	abraham	norm	ⲕⲟⲩⲓ
19590	abraham	norm	·
19591	abraham	norm	ⲁⲩⲱ
19592	abraham	norm	ⲛ
19593	abraham	norm	ⲧⲛ
19594	abraham	norm	ⲙⲉⲣⲉ
19595	abraham	norm	ⲟⲩⲱϩ
19596	abraham	norm	ⲙⲛ
19597	abraham	norm	ⲛⲉⲛ
19598	abraham	norm	ⲉⲣⲏⲩ
19599	abraham	norm	ϩⲛ
19600	abraham	norm	ⲟⲩ
19601	abraham	norm	ⲉⲓⲣⲏⲛⲏ
19602	abraham	norm	.
19603	abraham	norm	ⲁϫⲛ
19604	abraham	norm	ⲛⲟⲃⲉ
19605	abraham	norm	ϩⲓ
19606	abraham	norm	ⲕⲣⲟϥ
19607	abraham	norm	·
19608	abraham	norm	ⲛ
19609	abraham	norm	ⲧ
19610	abraham	norm	ϩⲉ
19611	abraham	norm	ⲙ
19612	abraham	norm	ⲡ
19613	abraham	norm	ⲛⲟⲩⲧⲉ
19614	abraham	norm	ⲙⲛ
19615	abraham	norm	ⲛⲉϥ
19616	abraham	norm	ⲁⲅⲅⲉⲗⲟⲥ
19617	abraham	norm	ⲉⲧ
19618	abraham	norm	ⲟⲩⲏϩ
19619	abraham	norm	[.]ⲛ
19620	abraham	norm	ⲙ
19621	abraham	norm	ⲡⲏⲩⲉ
19622	abraham	norm	:
19623	abraham	norm	[.]ⲙ
19624	abraham	norm	ⲛ
19625	abraham	norm	ϣⲏⲣⲉ
19626	abraham	norm	ⲛ
19627	abraham	norm	ⲣⲙⲛ
19628	abraham	norm	ϩⲏⲧ
19629	abraham	norm	ⲛ
19630	abraham	norm	ⲉⲧ
19631	abraham	norm	ⲛⲁ
19632	abraham	norm	ⲉⲡⲓⲑⲩⲙⲉⲓ
19633	abraham	norm	ⲁⲛ
19634	abraham	norm	ⲉ
19635	abraham	norm	ⲣ
19636	abraham	norm	ϩⲱⲃ
19637	abraham	norm	ⲉ
19638	abraham	norm	ⲛ
19639	abraham	norm	ϩⲱⲃ
19640	abraham	norm	ⲉⲧⲉⲣⲉ
19641	abraham	norm	ⲡⲉⲩ
19642	abraham	norm	ⲉⲓⲱⲧ
19643	abraham	norm	ⲛ
19644	abraham	norm	ⲇⲓⲕⲁⲓⲟⲥ
19645	abraham	norm	ⲣ
19646	abraham	norm	ϩⲱⲃ
19647	abraham	norm	ⲉⲣⲟ
19648	abraham	norm	ϥ
19649	abraham	norm	·
19650	abraham	norm	ⲛⲓⲙ
19651	abraham	norm	ⲛ
19652	abraham	norm	ⲥⲟⲛ
19653	abraham	norm	ⲛ
19654	abraham	norm	ⲥⲁⲃⲉ
19655	abraham	norm	ⲛ
19656	abraham	norm	ⲉⲧ
19657	abraham	norm	ⲛⲁ
19658	abraham	norm	ⲟⲩⲁϩ
19659	abraham	norm	ⲟⲩ
19660	abraham	norm	ⲁⲛ
19661	abraham	norm	ⲛⲥⲁ
19662	abraham	norm	ⲡⲉ
19663	abraham	norm	ⲥⲙⲟⲧ
19664	abraham	norm	ⲛ
19665	abraham	norm	ⲛⲉⲩ
19666	abraham	norm	ⲥⲛⲏⲩ
19667	abraham	norm	ⲙ
19668	abraham	norm	ⲡⲓⲥⲧⲟⲥ
19669	abraham	norm	ⲉ
19670	abraham	norm	ⲟ
19671	abraham	norm	ⲛ
19672	abraham	norm	ⲛⲟϭ
19673	abraham	norm	ⲉⲣⲟ
19674	abraham	norm	ⲟⲩ
19675	abraham	norm	:
19676	abraham	norm	ⲉⲧⲉ
19677	abraham	norm	ⲡⲁⲓ
19678	abraham	norm	ⲡⲉ
19679	abraham	norm	ϫⲉ
19680	abraham	norm	ⲛⲓⲙ
19681	abraham	norm	ⲛ
19682	abraham	norm	ⲣⲱⲙⲉ
19683	abraham	norm	ⲛ
19684	abraham	norm	ⲥⲟⲫⲟⲥ
19685	abraham	norm	ⲛ
19686	abraham	norm	ⲉⲧ
19687	abraham	norm	ⲛⲁ
19688	abraham	norm	ⲉⲡⲓⲑⲩⲙⲉⲓ
19689	abraham	norm	ⲁⲛ
19690	abraham	norm	ⲉ
19691	abraham	norm	ⲣ
19692	abraham	norm	ϩⲱⲃ
19693	abraham	norm	ⲉ
19694	abraham	norm	ⲛⲉ
19695	abraham	norm	ϩⲃⲏⲩⲉ
19696	abraham	norm	ⲉ
19697	abraham	norm	ⲧⲣⲉ
19698	abraham	norm	ⲡⲉⲩ
19699	abraham	norm	ⲉⲓⲱⲧ
19700	abraham	norm	ⲉⲧ
19701	abraham	norm	ϩⲛ
19702	abraham	norm	ⲙ
19703	abraham	norm	ⲡⲏⲩⲉ
19704	abraham	norm	ⲣ
19705	abraham	norm	ϩⲱⲃ
19706	abraham	norm	ⲉⲣⲟ
19707	abraham	norm	ⲟⲩ
19708	abraham	norm	ⲉⲧⲉ
19709	abraham	norm	ⲡ
19710	abraham	norm	ⲛⲟⲩⲧⲉ
19711	abraham	norm	ⲡⲉ
19712	abraham	norm	ⲙⲛ
19713	abraham	norm	ⲡⲉⲛ
19714	abraham	norm	ϫⲟⲉⲓⲥ
19715	abraham	norm	ⲓⲏⲥⲟⲩⲥ
19716	abraham	norm	ⲁⲩⲱ
19717	abraham	norm	ⲛ
19718	abraham	norm	ⲥⲉ
19719	abraham	norm	ⲟⲩⲁϩ
19720	abraham	norm	ⲟⲩ
19721	abraham	norm	ⲛⲥⲁ
19722	abraham	norm	ⲡⲉ
19723	abraham	norm	ⲥⲙⲟⲧ
19724	abraham	norm	ⲛ
19725	abraham	norm	ⲛ
19726	abraham	norm	ⲁⲅⲅⲉⲗⲟⲥ
19727	abraham	norm	ⲙ
19728	abraham	norm	ⲡ
19729	abraham	norm	ϫⲟⲉⲓⲥ
19730	abraham	norm	.
19731	abraham	norm	ⲙⲛ
19732	abraham	norm	ⲡⲉ
19733	abraham	norm	ⲥⲙⲟⲧ
19734	abraham	norm	ⲛ
19735	abraham	norm	ⲛⲉ
19736	abraham	norm	ⲡⲣⲟⲫⲏⲧⲏⲥ
19737	abraham	norm	.
19738	abraham	norm	ⲙⲛ
19739	abraham	norm	ⲡⲉ
19740	abraham	norm	ⲥⲙⲟⲧ
19741	abraham	norm	ⲙ
19742	abraham	norm	ⲡⲁⲩⲗⲟⲥ
19743	abraham	norm	ⲙⲛ
19744	abraham	norm	ⲛ
19745	abraham	norm	ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
19746	abraham	norm	ⲧⲏⲣ
19747	abraham	norm	ⲟⲩ
19748	abraham	norm	ⲛⲁⲓ
19749	abraham	norm	ⲉⲛⲧ
19750	abraham	norm	ⲁ
19751	abraham	norm	ⲩ
19752	abraham	norm	ϫⲟⲟ
19753	abraham	norm	ⲥ
19754	abraham	norm	ϫⲉ
19755	abraham	norm	ⲟⲩⲉϩ
19756	abraham	norm	ⲧⲏⲩⲧⲛ
19757	abraham	norm	ⲛⲥⲁ
19758	abraham	norm	ⲡⲉⲛ
19759	abraham	norm	ⲥⲙⲟⲧ
19760	abraham	norm	ⲡⲉⲛ
19761	abraham	norm	ⲧⲱϣ
19762	abraham	norm	.
19763	abraham	norm	ⲧⲉ
19764	abraham	norm	ⲛ
19765	abraham	norm	ⲡⲓⲥⲧⲓⲥ
19766	abraham	norm	ⲧⲉⲛ
19767	abraham	norm	ⲙⲛⲧϩⲁⲣϣϩⲏⲧ
19768	abraham	norm	ⲧⲉ
19769	abraham	norm	ⲛ
19770	abraham	norm	ⲁⲅⲁⲡⲏ
19771	abraham	norm	·
19772	abraham	norm	ⲧⲉⲛ
19773	abraham	norm	ϩⲩⲡⲟⲙⲟⲛⲏ
19774	abraham	norm	·
19775	abraham	norm	ⲛⲉⲛ
19776	abraham	norm	ⲇⲓⲱⲅⲙⲟⲥ
19777	abraham	norm	·
19778	abraham	norm	ⲛⲉⲛ
19779	abraham	norm	ϩⲓⲥⲉ
19780	abraham	norm	·
19781	abraham	norm	ⲉⲓⲧⲁ
19782	abraham	norm	ⲟⲛ
19783	abraham	norm	ϫⲉ
19784	abraham	norm	ⲁ
19785	abraham	norm	ⲛ
19786	abraham	norm	ⲧⲁⲁ
19787	abraham	norm	ⲛ
19788	abraham	norm	ⲛⲏ
19789	abraham	norm	ⲧⲛ
19790	abraham	norm	ⲛ
19791	abraham	norm	ⲥⲙⲟⲧ
19792	abraham	norm	·
19793	abraham	norm	ⲁⲩⲱ
19794	abraham	norm	ⲟⲛ
19795	abraham	norm	ϫⲉ
19796	abraham	norm	ϫⲓ
19797	abraham	norm	ϭⲉ
19798	abraham	norm	ⲙ
19799	abraham	norm	ⲡⲉ
19800	abraham	norm	ⲥⲙⲟⲧ
19801	abraham	norm	ⲛⲁ
19802	abraham	norm	ⲥⲛⲏⲩ
19803	abraham	norm	ⲙ
19804	abraham	norm	ⲡ
19805	abraham	norm	ϩⲓⲥⲉ
19806	abraham	norm	ⲙⲛ
19807	abraham	norm	ⲧ
19808	abraham	norm	ⲙⲛⲧϩⲁⲣϣϩⲏⲧ
19809	abraham	norm	ⲛ
19810	abraham	norm	ⲛⲉ
19811	abraham	norm	ⲡⲣⲟⲫⲏⲧⲏⲥ
19812	abraham	norm	·
19813	abraham	norm	⸖
19814	abraham	norm	ⲡⲁⲗⲓⲛ
19815	abraham	norm	ⲟⲛ
19816	abraham	norm	ϫⲉ
19817	abraham	norm	ⲉⲕⲉ
19818	abraham	norm	ⲉⲓⲣⲉ
19819	abraham	norm	ⲙⲙⲟ
19820	abraham	norm	ⲕ
19821	abraham	norm	ⲛ
19822	abraham	norm	ⲥⲙⲟⲧ
19823	abraham	norm	ϩⲛ
19824	abraham	norm	ϩⲱⲃ
19825	abraham	norm	ⲛⲓⲙ
19826	abraham	norm	ⲉⲓⲧⲁ
19827	abraham	norm	ⲟⲛ
19828	abraham	norm	ϫ[ⲉ]
19829	abraham	norm	ⲛ
19830	abraham	norm	ϩⲗⲗⲱ
19831	abraham	norm	ⲟⲛ
19832	abraham	norm	ⲛ
19833	abraham	norm	ⲧⲉⲓ
19834	abraham	norm	ϩⲉ
19835	abraham	norm	ϩⲛ
19836	abraham	norm	ⲟⲩ
19837	abraham	norm	ⲥⲙⲟⲧ
19838	abraham	norm	ⲉ
19839	abraham	norm	ϥ
19840	abraham	norm	ⲟⲩⲁⲁⲃ
19841	abraham	norm	·
19842	abraham	norm	ⲙⲁⲗⲓⲥⲧⲁ
19843	abraham	norm	ⲇⲉ
19844	abraham	norm	ⲉⲣⲉ
19845	abraham	norm	ⲧⲉ
19846	abraham	norm	ⲅⲣⲁⲫⲏ
19847	abraham	norm	ⲧⲁⲙⲟ
19848	abraham	norm	ⲙⲙⲟ
19849	abraham	norm	ⲛ
19850	abraham	norm	ⲉⲧⲃⲉ
19851	abraham	norm	ⲡⲉⲛ
19852	abraham	norm	ϫⲟⲉⲓⲥ
19853	abraham	norm	ⲓⲏⲥⲟⲩⲥ
19854	abraham	norm	.
19855	abraham	norm	ϫⲉ
19856	abraham	norm	ⲡⲁⲓ
19857	abraham	norm	ⲉⲛⲧ
19858	abraham	norm	ⲁ
19859	abraham	norm	ϥ
19860	abraham	norm	ⲕⲱ
19861	abraham	norm	ⲛⲏ
19862	abraham	norm	ⲧⲛ
19863	abraham	norm	ⲛ
19864	abraham	norm	ⲟⲩ
19865	abraham	norm	ⲥⲙⲟⲧ
19866	abraham	norm	ϫⲉⲕⲁⲥ
19867	abraham	norm	ⲉ
19868	abraham	norm	ⲧⲣⲉ
19869	abraham	norm	ⲉⲧ
19870	abraham	norm	ⲛⲁ
19871	abraham	norm	ⲟⲩⲉϩ
19872	abraham	norm	ⲧⲏⲩⲧⲛ
19873	abraham	norm	ⲛⲥⲁ
19874	abraham	norm	ⲛⲉϥ
19875	abraham	norm	ϩⲓⲟⲟⲩⲉ
19876	abraham	norm	·
19877	abraham	norm	ⲟⲩ
19878	abraham	norm	ⲡⲉ
19879	abraham	norm	ⲡ
19880	abraham	norm	ϩⲱⲃ
19881	abraham	norm	ⲙ
19882	abraham	norm	ⲡ
19883	abraham	norm	ⲛⲟⲩⲧⲉ
19884	abraham	norm	ⲙⲛ
19885	abraham	norm	ⲡⲉⲛ
19886	abraham	norm	ϫⲟⲉⲓⲥ
19887	abraham	norm	ⲓⲏⲥⲟⲩⲥ
19888	abraham	norm	.
19889	abraham	norm	ⲉⲓⲙⲏⲧⲓ
19890	abraham	norm	,
19891	abraham	norm	ϩⲃⲏⲩⲉ
19892	abraham	norm	ⲛ
19893	abraham	norm	[.]ⲉ
19894	abraham	norm	ϥ
19895	abraham	norm	ϭⲓϫ
19896	abraham	norm	·
19897	abraham	norm	⸖
19898	abraham	norm	ⲛⲉϥ
19899	abraham	norm	ϭⲓϫ
19900	abraham	norm	ⲛⲉ
19901	abraham	norm	ⲛⲧ
19902	abraham	norm	ⲁ
19903	abraham	norm	ⲩ
19904	abraham	norm	ⲡⲗⲁⲥⲥⲉ
19905	abraham	norm	ⲙⲙⲟ
19906	abraham	norm	ⲛ
19907	abraham	norm	ⲁ
19908	abraham	norm	ⲩ
19909	abraham	norm	ⲧⲁⲙⲓⲟ
19910	abraham	norm	ⲛ
19911	abraham	norm	:
19912	abraham	norm	ⲉⲧⲃⲉ
19913	abraham	norm	ⲡⲁⲓ
19914	abraham	norm	ⲕⲁⲧⲁ
19915	abraham	norm	ⲛⲉ
19916	abraham	norm	ⲅⲣⲁⲫⲏ
19917	abraham	norm	ⲡ
19918	abraham	norm	ⲛⲟⲩⲧⲉ
19919	abraham	norm	ⲁⲩⲱ
19920	abraham	norm	ⲡⲉⲛ
19921	abraham	norm	ϫⲟⲉⲓⲥ
19922	abraham	norm	ⲓⲏⲥⲟⲩⲥ
19923	abraham	norm	ⲣ
19924	abraham	norm	ϩⲱⲃ
19925	abraham	norm	ⲉ
19926	abraham	norm	ⲡ
19927	abraham	norm	ⲟⲩϫⲁⲓ
19928	abraham	norm	ⲛ
