0	c	aof	NULL
1	c	aof	NULL
2	c	aof	NULL
3	c	aof	NULL
4	c	aof	NULL
5	c	aof	NULL
6	c	aof	NULL
7	c	aof	NULL
8	c	aof	NULL
9	c	aof	NULL
10	c	aof	NULL
11	c	aof	NULL
12	c	aof	NULL
13	c	aof	NULL
14	c	aof	NULL
15	c	aof	NULL
16	c	aof	NULL
17	c	aof	NULL
18	c	aof	NULL
19	c	aof	NULL
20	c	aof	NULL
21	c	aof	NULL
22	c	aof	NULL
23	c	aof	NULL
24	c	aof	NULL
25	c	aof	NULL
26	c	aof	NULL
27	c	aof	NULL
28	c	aof	NULL
29	c	aof	NULL
30	c	aof	NULL
31	c	aof	NULL
32	c	aof	NULL
33	c	aof	NULL
34	c	aof	NULL
35	c	aof	NULL
36	c	aof	NULL
37	c	aof	NULL
38	c	aof	NULL
39	c	aof	NULL
40	c	aof	NULL
41	c	aof	NULL
42	c	aof	NULL
43	c	aof	NULL
44	c	aof	NULL
45	c	aof	NULL
46	c	aof	NULL
47	c	aof	NULL
48	c	aof	NULL
49	c	aof	NULL
50	c	aof	NULL
51	c	aof	NULL
52	c	aof	NULL
53	c	aof	NULL
54	c	aof	NULL
55	c	aof	NULL
56	c	aof	NULL
57	c	aof	NULL
58	c	aof	NULL
59	c	aof	NULL
60	c	aof	NULL
61	c	aof	NULL
62	c	aof	NULL
63	c	aof	NULL
64	c	aof	NULL
65	c	aof	NULL
66	c	aof	NULL
67	c	aof	NULL
68	c	aof	NULL
69	c	aof	NULL
70	c	aof	NULL
71	c	aof	NULL
72	c	aof	NULL
73	c	aof	NULL
74	c	aof	NULL
75	c	aof	NULL
76	c	aof	NULL
77	c	aof	NULL
78	c	aof	NULL
79	c	aof	NULL
80	c	aof	NULL
81	c	aof	NULL
82	c	aof	NULL
83	c	aof	NULL
84	c	aof	NULL
85	c	aof	NULL
86	c	aof	NULL
87	c	aof	NULL
88	c	aof	NULL
89	c	aof	NULL
90	c	aof	NULL
91	c	aof	NULL
92	c	aof	NULL
93	c	aof	NULL
94	c	aof	NULL
95	c	aof	NULL
96	c	aof	NULL
97	c	aof	NULL
98	c	aof	NULL
99	c	aof	NULL
100	c	aof	NULL
101	c	aof	NULL
102	c	aof	NULL
103	c	aof	NULL
104	c	aof	NULL
105	c	aof	NULL
106	c	aof	NULL
107	c	aof	NULL
108	c	aof	NULL
109	c	aof	NULL
110	c	aof	NULL
111	c	aof	NULL
112	c	aof	NULL
113	c	aof	NULL
114	c	aof	NULL
115	c	aof	NULL
116	c	aof	NULL
117	c	aof	NULL
118	c	aof	NULL
119	c	aof	NULL
120	c	aof	NULL
121	c	aof	NULL
122	c	aof	NULL
123	c	aof	NULL
124	c	aof	NULL
125	c	aof	NULL
126	c	aof	NULL
127	c	aof	NULL
128	c	aof	NULL
129	c	aof	NULL
130	c	aof	NULL
131	c	aof	NULL
132	c	aof	NULL
133	c	aof	NULL
134	c	aof	NULL
135	c	aof	NULL
136	c	aof	NULL
137	c	aof	NULL
138	c	aof	NULL
139	c	aof	NULL
140	c	aof	NULL
141	c	aof	NULL
142	c	aof	NULL
143	c	aof	NULL
144	c	aof	NULL
145	c	aof	NULL
146	c	aof	NULL
147	c	aof	NULL
148	c	aof	NULL
149	c	aof	NULL
150	c	aof	NULL
151	c	aof	NULL
152	c	aof	NULL
153	c	aof	NULL
154	c	aof	NULL
155	c	aof	NULL
156	c	aof	NULL
157	c	aof	NULL
158	c	aof	NULL
159	c	aof	NULL
160	c	aof	NULL
161	c	aof	NULL
162	c	aof	NULL
163	c	aof	NULL
164	c	aof	NULL
165	c	aof	NULL
166	c	aof	NULL
167	c	aof	NULL
168	c	aof	NULL
169	c	aof	NULL
170	c	aof	NULL
171	c	aof	NULL
172	c	aof	NULL
173	c	aof	NULL
174	c	aof	NULL
175	c	aof	NULL
176	c	aof	NULL
177	c	aof	NULL
178	c	aof	NULL
179	c	aof	NULL
180	c	aof	NULL
181	c	aof	NULL
182	c	aof	NULL
183	c	aof	NULL
184	c	aof	NULL
185	c	aof	NULL
186	c	aof	NULL
187	c	aof	NULL
188	c	aof	NULL
189	c	aof	NULL
190	c	aof	NULL
191	c	aof	NULL
192	c	aof	NULL
193	c	aof	NULL
194	c	aof	NULL
195	c	aof	NULL
196	c	aof	NULL
197	c	aof	NULL
198	c	aof	NULL
199	c	aof	NULL
200	c	aof	NULL
201	c	aof	NULL
202	c	aof	NULL
203	c	aof	NULL
204	c	aof	NULL
205	c	aof	NULL
206	c	aof	NULL
207	c	aof	NULL
208	c	aof	NULL
209	c	aof	NULL
210	c	aof	NULL
211	c	aof	NULL
212	c	aof	NULL
213	c	aof	NULL
214	c	aof	NULL
215	c	aof	NULL
216	c	aof	NULL
217	c	aof	NULL
218	c	aof	NULL
219	c	aof	NULL
220	c	aof	NULL
221	c	aof	NULL
222	c	aof	NULL
223	c	aof	NULL
224	c	aof	NULL
225	c	aof	NULL
226	c	aof	NULL
227	c	aof	NULL
228	c	aof	NULL
229	c	aof	NULL
230	c	aof	NULL
231	c	aof	NULL
232	c	aof	NULL
233	c	aof	NULL
234	c	aof	NULL
235	c	aof	NULL
236	c	aof	NULL
237	c	aof	NULL
238	c	aof	NULL
239	c	aof	NULL
240	c	aof	NULL
241	c	aof	NULL
242	c	aof	NULL
243	c	aof	NULL
244	c	aof	NULL
245	c	aof	NULL
246	c	aof	NULL
247	c	aof	NULL
248	c	aof	NULL
249	c	aof	NULL
250	c	aof	NULL
251	c	aof	NULL
252	c	aof	NULL
253	c	aof	NULL
254	c	aof	NULL
255	c	aof	NULL
256	c	aof	NULL
257	c	aof	NULL
258	c	aof	NULL
259	c	aof	NULL
260	c	aof	NULL
261	c	aof	NULL
262	c	aof	NULL
263	c	aof	NULL
264	c	aof	NULL
265	c	aof	NULL
266	c	aof	NULL
267	c	aof	NULL
268	c	aof	NULL
269	c	aof	NULL
270	c	aof	NULL
271	c	aof	NULL
272	c	aof	NULL
273	c	aof	NULL
274	c	aof	NULL
275	c	aof	NULL
276	c	aof	NULL
277	c	aof	NULL
278	c	aof	NULL
279	c	aof	NULL
280	c	aof	NULL
281	c	aof	NULL
282	c	aof	NULL
283	c	aof	NULL
284	c	aof	NULL
285	c	aof	NULL
286	c	aof	NULL
287	c	aof	NULL
288	c	aof	NULL
289	c	aof	NULL
290	c	aof	NULL
291	c	aof	NULL
292	c	aof	NULL
293	c	aof	NULL
294	c	aof	NULL
295	c	aof	NULL
296	c	aof	NULL
297	c	aof	NULL
298	c	aof	NULL
299	c	aof	NULL
300	c	aof	NULL
301	c	aof	NULL
302	c	aof	NULL
303	c	aof	NULL
304	c	aof	NULL
305	c	aof	NULL
306	c	aof	NULL
307	c	aof	NULL
308	c	aof	NULL
309	c	aof	NULL
310	c	aof	NULL
311	c	aof	NULL
312	c	aof	NULL
313	c	aof	NULL
314	c	aof	NULL
315	c	aof	NULL
316	c	aof	NULL
317	c	aof	NULL
318	c	aof	NULL
319	c	aof	NULL
320	c	aof	NULL
321	c	aof	NULL
322	c	aof	NULL
323	c	aof	NULL
324	c	aof	NULL
325	c	aof	NULL
326	c	aof	NULL
327	c	aof	NULL
328	c	aof	NULL
329	c	aof	NULL
330	c	aof	NULL
331	c	aof	NULL
332	c	aof	NULL
333	c	aof	NULL
334	c	aof	NULL
335	c	aof	NULL
336	c	aof	NULL
337	c	aof	NULL
338	c	aof	NULL
339	c	aof	NULL
340	c	aof	NULL
341	c	aof	NULL
342	c	aof	NULL
343	c	aof	NULL
344	c	aof	NULL
345	c	aof	NULL
346	c	aof	NULL
347	c	aof	NULL
348	c	aof	NULL
349	c	aof	NULL
350	c	aof	NULL
351	c	aof	NULL
352	c	aof	NULL
353	c	aof	NULL
354	c	aof	NULL
355	c	aof	NULL
356	c	aof	NULL
357	c	aof	NULL
358	c	aof	NULL
359	c	aof	NULL
360	c	aof	NULL
361	c	aof	NULL
362	c	aof	NULL
363	c	aof	NULL
364	c	aof	NULL
365	c	aof	NULL
366	c	aof	NULL
367	c	aof	NULL
368	c	aof	NULL
369	c	aof	NULL
370	c	aof	NULL
371	c	aof	NULL
372	c	aof	NULL
373	c	aof	NULL
374	c	aof	NULL
375	c	aof	NULL
376	c	aof	NULL
377	c	aof	NULL
378	c	aof	NULL
379	c	aof	NULL
380	c	aof	NULL
