0	NULL	annotation	Caroline Schroeder, Amir Zeldes
101	NULL	book	Acts of the Apostles
101	NULL	chapter	8
101	NULL	cid	44N 8
101	NULL	cname	Acts of the Apostles 8
101	NULL	document_cts_urn	urn:cts:copticLit:nt.acts.sahidica:8
101	NULL	metadata	Caroline T. Schroeder
101	NULL	version_date	16 April 2015
101	NULL	version_n	1.0.1
102	NULL	book	Acts of the Apostles
102	NULL	chapter	9
102	NULL	cid	44N 9
102	NULL	cname	Acts of the Apostles 9
102	NULL	document_cts_urn	urn:cts:copticLit:nt.acts.sahidica:9
102	NULL	metadata	Caroline T. Schroeder
102	NULL	version_date	16 April 2015
102	NULL	version_n	1.0.1
104	NULL	book	Colossians
104	NULL	chapter	1
104	NULL	cid	51N 1
104	NULL	cname	Colossians 1
104	NULL	document_cts_urn	urn:cts:copticLit:nt.col.sahidica:1
104	NULL	metadata	Caroline T. Schroeder
104	NULL	version_date	16 April 2015
104	NULL	version_n	1.0.1
105	NULL	book	Colossians
105	NULL	chapter	2
105	NULL	cid	51N 2
105	NULL	cname	Colossians 2
105	NULL	document_cts_urn	urn:cts:copticLit:nt.col.sahidica:2
105	NULL	metadata	Caroline T. Schroeder
105	NULL	version_date	16 April 2015
105	NULL	version_n	1.0.1
106	NULL	book	Colossians
106	NULL	chapter	3
106	NULL	cid	51N 3
106	NULL	cname	Colossians 3
106	NULL	document_cts_urn	urn:cts:copticLit:nt.col.sahidica:3
106	NULL	metadata	Caroline T. Schroeder
106	NULL	version_date	16 April 2015
106	NULL	version_n	1.0.1
107	NULL	book	Colossians
107	NULL	chapter	4
107	NULL	cid	51N 4
107	NULL	cname	Colossians 4
107	NULL	document_cts_urn	urn:cts:copticLit:nt.col.sahidica:4
107	NULL	metadata	Caroline T. Schroeder
107	NULL	version_date	16 April 2015
107	NULL	version_n	1.0.1
109	NULL	book	Ephesians
109	NULL	chapter	1
109	NULL	cid	49N 1
109	NULL	cname	Ephesians 1
109	NULL	document_cts_urn	urn:cts:copticLit:nt.eph.sahidica:1
109	NULL	metadata	Caroline T. Schroeder
109	NULL	version_date	16 April 2015
109	NULL	version_n	1.0.1
110	NULL	book	Ephesians
110	NULL	chapter	2
110	NULL	cid	49N 2
110	NULL	cname	Ephesians 2
110	NULL	document_cts_urn	urn:cts:copticLit:nt.eph.sahidica:2
110	NULL	metadata	Caroline T. Schroeder
110	NULL	version_date	16 April 2015
110	NULL	version_n	1.0.1
111	NULL	book	Ephesians
111	NULL	chapter	3
111	NULL	cid	49N 3
111	NULL	cname	Ephesians 3
111	NULL	document_cts_urn	urn:cts:copticLit:nt.eph.sahidica:3
111	NULL	metadata	Caroline T. Schroeder
111	NULL	version_date	16 April 2015
111	NULL	version_n	1.0.1
112	NULL	book	Ephesians
112	NULL	chapter	4
112	NULL	cid	49N 4
112	NULL	cname	Ephesians 4
112	NULL	document_cts_urn	urn:cts:copticLit:nt.eph.sahidica:4
112	NULL	metadata	Caroline T. Schroeder
112	NULL	version_date	16 April 2015
112	NULL	version_n	1.0.1
113	NULL	book	Ephesians
113	NULL	chapter	5
113	NULL	cid	49N 5
113	NULL	cname	Ephesians 5
113	NULL	document_cts_urn	urn:cts:copticLit:nt.eph.sahidica:5
113	NULL	metadata	Caroline T. Schroeder
113	NULL	version_date	16 April 2015
113	NULL	version_n	1.0.1
114	NULL	book	Ephesians
114	NULL	chapter	6
114	NULL	cid	49N 6
114	NULL	cname	Ephesians 6
114	NULL	document_cts_urn	urn:cts:copticLit:nt.eph.sahidica:6
114	NULL	metadata	Caroline T. Schroeder
114	NULL	version_date	16 April 2015
114	NULL	version_n	1.0.1
116	NULL	book	Galatians
116	NULL	chapter	1
116	NULL	cid	48N 1
116	NULL	cname	Galatians 1
116	NULL	document_cts_urn	urn:cts:copticLit:nt.gal.sahidica:1
116	NULL	metadata	Caroline T. Schroeder
116	NULL	version_date	16 April 2015
116	NULL	version_n	1.0.1
117	NULL	book	Galatians
117	NULL	chapter	2
117	NULL	cid	48N 2
117	NULL	cname	Galatians 2
117	NULL	document_cts_urn	urn:cts:copticLit:nt.gal.sahidica:2
117	NULL	metadata	Caroline T. Schroeder
117	NULL	version_date	16 April 2015
117	NULL	version_n	1.0.1
118	NULL	book	Galatians
118	NULL	chapter	3
118	NULL	cid	48N 3
118	NULL	cname	Galatians 3
118	NULL	document_cts_urn	urn:cts:copticLit:nt.gal.sahidica:3
118	NULL	metadata	Caroline T. Schroeder
118	NULL	version_date	16 April 2015
118	NULL	version_n	1.0.1
119	NULL	book	Galatians
119	NULL	chapter	4
119	NULL	cid	48N 4
119	NULL	cname	Galatians 4
119	NULL	document_cts_urn	urn:cts:copticLit:nt.gal.sahidica:4
119	NULL	metadata	Caroline T. Schroeder
119	NULL	version_date	16 April 2015
119	NULL	version_n	1.0.1
120	NULL	book	Galatians
120	NULL	chapter	5
120	NULL	cid	48N 5
120	NULL	cname	Galatians 5
120	NULL	document_cts_urn	urn:cts:copticLit:nt.gal.sahidica:5
120	NULL	metadata	Caroline T. Schroeder
120	NULL	version_date	16 April 2015
120	NULL	version_n	1.0.1
121	NULL	book	Galatians
121	NULL	chapter	6
121	NULL	cid	48N 6
121	NULL	cname	Galatians 6
121	NULL	document_cts_urn	urn:cts:copticLit:nt.gal.sahidica:6
121	NULL	metadata	Caroline T. Schroeder
121	NULL	version_date	16 April 2015
121	NULL	version_n	1.0.1
123	NULL	book	Hebrews
123	NULL	chapter	1
123	NULL	cid	58N 1
123	NULL	cname	Hebrews 1
123	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:1
123	NULL	metadata	Caroline T. Schroeder
123	NULL	version_date	16 April 2015
123	NULL	version_n	1.0.1
124	NULL	book	Hebrews
124	NULL	chapter	10
124	NULL	cid	58N 10
124	NULL	cname	Hebrews 10
124	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:10
124	NULL	metadata	Caroline T. Schroeder
124	NULL	version_date	16 April 2015
124	NULL	version_n	1.0.1
125	NULL	book	Hebrews
125	NULL	chapter	11
125	NULL	cid	58N 11
125	NULL	cname	Hebrews 11
125	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:11
125	NULL	metadata	Caroline T. Schroeder
125	NULL	version_date	16 April 2015
125	NULL	version_n	1.0.1
126	NULL	book	Hebrews
126	NULL	chapter	12
126	NULL	cid	58N 12
126	NULL	cname	Hebrews 12
126	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:12
126	NULL	metadata	Caroline T. Schroeder
126	NULL	version_date	16 April 2015
126	NULL	version_n	1.0.1
127	NULL	book	Hebrews
127	NULL	chapter	13
127	NULL	cid	58N 13
127	NULL	cname	Hebrews 13
127	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:13
127	NULL	metadata	Caroline T. Schroeder
127	NULL	version_date	16 April 2015
127	NULL	version_n	1.0.1
128	NULL	book	Hebrews
128	NULL	chapter	2
128	NULL	cid	58N 2
128	NULL	cname	Hebrews 2
128	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:2
128	NULL	metadata	Caroline T. Schroeder
128	NULL	version_date	16 April 2015
128	NULL	version_n	1.0.1
129	NULL	book	Hebrews
129	NULL	chapter	3
129	NULL	cid	58N 3
129	NULL	cname	Hebrews 3
129	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:3
129	NULL	metadata	Caroline T. Schroeder
129	NULL	version_date	16 April 2015
129	NULL	version_n	1.0.1
130	NULL	book	Hebrews
130	NULL	chapter	4
130	NULL	cid	58N 4
130	NULL	cname	Hebrews 4
130	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:4
130	NULL	metadata	Caroline T. Schroeder
130	NULL	version_date	16 April 2015
130	NULL	version_n	1.0.1
131	NULL	book	Hebrews
131	NULL	chapter	5
131	NULL	cid	58N 5
131	NULL	cname	Hebrews 5
131	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:5
131	NULL	metadata	Caroline T. Schroeder
131	NULL	version_date	16 April 2015
131	NULL	version_n	1.0.1
132	NULL	book	Hebrews
132	NULL	chapter	6
132	NULL	cid	58N 6
132	NULL	cname	Hebrews 6
132	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:6
132	NULL	metadata	Caroline T. Schroeder
132	NULL	version_date	16 April 2015
132	NULL	version_n	1.0.1
133	NULL	book	Hebrews
133	NULL	chapter	7
133	NULL	cid	58N 7
133	NULL	cname	Hebrews 7
133	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:7
133	NULL	metadata	Caroline T. Schroeder
133	NULL	version_date	16 April 2015
133	NULL	version_n	1.0.1
134	NULL	book	Hebrews
134	NULL	chapter	8
134	NULL	cid	58N 8
134	NULL	cname	Hebrews 8
134	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:8
134	NULL	metadata	Caroline T. Schroeder
134	NULL	version_date	16 April 2015
134	NULL	version_n	1.0.1
135	NULL	book	Hebrews
135	NULL	chapter	9
135	NULL	cid	58N 9
135	NULL	cname	Hebrews 9
135	NULL	document_cts_urn	urn:cts:copticLit:nt.heb.sahidica:9
135	NULL	metadata	Caroline T. Schroeder
135	NULL	version_date	16 April 2015
135	NULL	version_n	1.0.1
137	NULL	book	James
137	NULL	chapter	1
137	NULL	cid	59N 1
137	NULL	cname	James 1
137	NULL	document_cts_urn	urn:cts:copticLit:nt.jas.sahidica:1
137	NULL	metadata	Caroline T. Schroeder
137	NULL	version_date	16 April 2015
137	NULL	version_n	1.0.1
138	NULL	book	James
138	NULL	chapter	2
138	NULL	cid	59N 2
138	NULL	cname	James 2
138	NULL	document_cts_urn	urn:cts:copticLit:nt.jas.sahidica:2
138	NULL	metadata	Caroline T. Schroeder
138	NULL	version_date	16 April 2015
138	NULL	version_n	1.0.1
139	NULL	book	James
139	NULL	chapter	3
139	NULL	cid	59N 3
139	NULL	cname	James 3
139	NULL	document_cts_urn	urn:cts:copticLit:nt.jas.sahidica:3
139	NULL	metadata	Caroline T. Schroeder
139	NULL	version_date	16 April 2015
139	NULL	version_n	1.0.1
140	NULL	book	James
140	NULL	chapter	4
140	NULL	cid	59N 4
140	NULL	cname	James 4
140	NULL	document_cts_urn	urn:cts:copticLit:nt.jas.sahidica:4
140	NULL	metadata	Caroline T. Schroeder
140	NULL	version_date	16 April 2015
140	NULL	version_n	1.0.1
141	NULL	book	James
141	NULL	chapter	5
141	NULL	cid	59N 5
141	NULL	cname	James 5
141	NULL	document_cts_urn	urn:cts:copticLit:nt.jas.sahidica:5
141	NULL	metadata	Caroline T. Schroeder
141	NULL	version_date	16 April 2015
141	NULL	version_n	1.0.1
143	NULL	book	John
143	NULL	chapter	1
143	NULL	cid	43N 1
143	NULL	cname	John 1
143	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:1
143	NULL	metadata	Caroline T. Schroeder
143	NULL	version_date	16 April 2015
143	NULL	version_n	1.0.1
144	NULL	book	John
144	NULL	chapter	10
144	NULL	cid	43N 10
144	NULL	cname	John 10
144	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:10
144	NULL	metadata	Caroline T. Schroeder
144	NULL	version_date	16 April 2015
144	NULL	version_n	1.0.1
145	NULL	book	John
145	NULL	chapter	11
145	NULL	cid	43N 11
145	NULL	cname	John 11
145	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:11
145	NULL	metadata	Caroline T. Schroeder
145	NULL	version_date	16 April 2015
145	NULL	version_n	1.0.1
146	NULL	book	John
146	NULL	chapter	12
146	NULL	cid	43N 12
146	NULL	cname	John 12
146	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:12
146	NULL	metadata	Caroline T. Schroeder
146	NULL	version_date	16 April 2015
146	NULL	version_n	1.0.1
147	NULL	book	John
147	NULL	chapter	13
147	NULL	cid	43N 13
147	NULL	cname	John 13
147	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:13
147	NULL	metadata	Caroline T. Schroeder
147	NULL	version_date	16 April 2015
147	NULL	version_n	1.0.1
148	NULL	book	John
148	NULL	chapter	14
148	NULL	cid	43N 14
148	NULL	cname	John 14
148	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:14
148	NULL	metadata	Caroline T. Schroeder
148	NULL	version_date	16 April 2015
148	NULL	version_n	1.0.1
149	NULL	book	John
149	NULL	chapter	15
149	NULL	cid	43N 15
149	NULL	cname	John 15
149	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:15
149	NULL	metadata	Caroline T. Schroeder
149	NULL	version_date	16 April 2015
149	NULL	version_n	1.0.1
150	NULL	book	John
150	NULL	chapter	16
150	NULL	cid	43N 16
150	NULL	cname	John 16
150	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:16
150	NULL	metadata	Caroline T. Schroeder
150	NULL	version_date	16 April 2015
150	NULL	version_n	1.0.1
151	NULL	book	John
151	NULL	chapter	17
151	NULL	cid	43N 17
151	NULL	cname	John 17
151	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:17
151	NULL	metadata	Caroline T. Schroeder
151	NULL	version_date	16 April 2015
151	NULL	version_n	1.0.1
152	NULL	book	John
152	NULL	chapter	18
152	NULL	cid	43N 18
152	NULL	cname	John 18
152	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:18
152	NULL	metadata	Caroline T. Schroeder
152	NULL	version_date	16 April 2015
152	NULL	version_n	1.0.1
153	NULL	book	John
153	NULL	chapter	19
153	NULL	cid	43N 19
153	NULL	cname	John 19
153	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:19
153	NULL	metadata	Caroline T. Schroeder
153	NULL	version_date	16 April 2015
153	NULL	version_n	1.0.1
154	NULL	book	John
154	NULL	chapter	2
154	NULL	cid	43N 2
154	NULL	cname	John 2
154	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:2
154	NULL	metadata	Caroline T. Schroeder
154	NULL	version_date	16 April 2015
154	NULL	version_n	1.0.1
155	NULL	book	John
155	NULL	chapter	20
155	NULL	cid	43N 20
155	NULL	cname	John 20
155	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:20
155	NULL	metadata	Caroline T. Schroeder
155	NULL	version_date	16 April 2015
155	NULL	version_n	1.0.1
156	NULL	book	John
156	NULL	chapter	21
156	NULL	cid	43N 21
156	NULL	cname	John 21
156	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:21
156	NULL	metadata	Caroline T. Schroeder
156	NULL	version_date	16 April 2015
156	NULL	version_n	1.0.1
157	NULL	book	John
157	NULL	chapter	3
157	NULL	cid	43N 3
157	NULL	cname	John 3
157	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:3
157	NULL	metadata	Caroline T. Schroeder
157	NULL	version_date	16 April 2015
157	NULL	version_n	1.0.1
158	NULL	book	John
158	NULL	chapter	4
158	NULL	cid	43N 4
158	NULL	cname	John 4
158	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:4
158	NULL	metadata	Caroline T. Schroeder
158	NULL	version_date	16 April 2015
158	NULL	version_n	1.0.1
159	NULL	book	John
159	NULL	chapter	5
159	NULL	cid	43N 5
159	NULL	cname	John 5
159	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:5
159	NULL	metadata	Caroline T. Schroeder
159	NULL	version_date	16 April 2015
159	NULL	version_n	1.0.1
160	NULL	book	John
160	NULL	chapter	6
160	NULL	cid	43N 6
160	NULL	cname	John 6
160	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:6
160	NULL	metadata	Caroline T. Schroeder
160	NULL	version_date	16 April 2015
160	NULL	version_n	1.0.1
161	NULL	book	John
161	NULL	chapter	7
161	NULL	cid	43N 7
161	NULL	cname	John 7
161	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:7
161	NULL	metadata	Caroline T. Schroeder
161	NULL	version_date	16 April 2015
161	NULL	version_n	1.0.1
162	NULL	book	John
162	NULL	chapter	8
162	NULL	cid	43N 8
162	NULL	cname	John 8
162	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:8
162	NULL	metadata	Caroline T. Schroeder
162	NULL	version_date	16 April 2015
162	NULL	version_n	1.0.1
163	NULL	book	John
163	NULL	chapter	9
163	NULL	cid	43N 9
163	NULL	cname	John 9
163	NULL	document_cts_urn	urn:cts:copticLit:nt.1john.sahidica:9
163	NULL	metadata	Caroline T. Schroeder
163	NULL	version_date	16 April 2015
163	NULL	version_n	1.0.1
165	NULL	book	Jude
165	NULL	chapter	1
165	NULL	cid	65N 1
165	NULL	cname	Jude 1
165	NULL	document_cts_urn	urn:cts:copticLit:nt.jude.sahidica:1
165	NULL	metadata	Caroline T. Schroeder
165	NULL	version_date	16 April 2015
165	NULL	version_n	1.0.1
167	NULL	book	Luke
167	NULL	chapter	1
167	NULL	cid	42N 1
167	NULL	cname	Luke 1
167	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:1
167	NULL	metadata	Caroline T. Schroeder
167	NULL	version_date	16 April 2015
167	NULL	version_n	1.0.1
168	NULL	book	Luke
168	NULL	chapter	10
168	NULL	cid	42N 10
168	NULL	cname	Luke 10
168	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:10
168	NULL	metadata	Caroline T. Schroeder
168	NULL	version_date	16 April 2015
168	NULL	version_n	1.0.1
169	NULL	book	Luke
169	NULL	chapter	11
169	NULL	cid	42N 11
169	NULL	cname	Luke 11
169	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:11
169	NULL	metadata	Caroline T. Schroeder
169	NULL	version_date	16 April 2015
169	NULL	version_n	1.0.1
170	NULL	book	Luke
170	NULL	chapter	12
170	NULL	cid	42N 12
170	NULL	cname	Luke 12
170	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:12
170	NULL	metadata	Caroline T. Schroeder
170	NULL	version_date	16 April 2015
170	NULL	version_n	1.0.1
171	NULL	book	Luke
171	NULL	chapter	13
171	NULL	cid	42N 13
171	NULL	cname	Luke 13
171	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:13
171	NULL	metadata	Caroline T. Schroeder
171	NULL	version_date	16 April 2015
171	NULL	version_n	1.0.1
172	NULL	book	Luke
172	NULL	chapter	14
172	NULL	cid	42N 14
172	NULL	cname	Luke 14
172	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:14
172	NULL	metadata	Caroline T. Schroeder
172	NULL	version_date	16 April 2015
172	NULL	version_n	1.0.1
173	NULL	book	Luke
173	NULL	chapter	15
173	NULL	cid	42N 15
173	NULL	cname	Luke 15
173	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:15
173	NULL	metadata	Caroline T. Schroeder
173	NULL	version_date	16 April 2015
173	NULL	version_n	1.0.1
174	NULL	book	Luke
174	NULL	chapter	16
174	NULL	cid	42N 16
174	NULL	cname	Luke 16
174	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:16
174	NULL	metadata	Caroline T. Schroeder
174	NULL	version_date	16 April 2015
174	NULL	version_n	1.0.1
175	NULL	book	Luke
175	NULL	chapter	17
175	NULL	cid	42N 17
175	NULL	cname	Luke 17
175	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:17
175	NULL	metadata	Caroline T. Schroeder
175	NULL	version_date	16 April 2015
175	NULL	version_n	1.0.1
176	NULL	book	Luke
176	NULL	chapter	18
176	NULL	cid	42N 18
176	NULL	cname	Luke 18
176	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:18
176	NULL	metadata	Caroline T. Schroeder
176	NULL	version_date	16 April 2015
176	NULL	version_n	1.0.1
177	NULL	book	Luke
177	NULL	chapter	19
177	NULL	cid	42N 19
177	NULL	cname	Luke 19
177	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:19
177	NULL	metadata	Caroline T. Schroeder
177	NULL	version_date	16 April 2015
177	NULL	version_n	1.0.1
178	NULL	book	Luke
178	NULL	chapter	2
178	NULL	cid	42N 2
178	NULL	cname	Luke 2
178	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:2
178	NULL	metadata	Caroline T. Schroeder
178	NULL	version_date	16 April 2015
178	NULL	version_n	1.0.1
179	NULL	book	Luke
179	NULL	chapter	20
179	NULL	cid	42N 20
179	NULL	cname	Luke 20
179	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:20
179	NULL	metadata	Caroline T. Schroeder
179	NULL	version_date	16 April 2015
179	NULL	version_n	1.0.1
180	NULL	book	Luke
180	NULL	chapter	21
180	NULL	cid	42N 21
180	NULL	cname	Luke 21
180	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:21
180	NULL	metadata	Caroline T. Schroeder
180	NULL	version_date	16 April 2015
180	NULL	version_n	1.0.1
181	NULL	book	Luke
181	NULL	chapter	22
181	NULL	cid	42N 22
181	NULL	cname	Luke 22
181	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:22
181	NULL	metadata	Caroline T. Schroeder
181	NULL	version_date	16 April 2015
181	NULL	version_n	1.0.1
182	NULL	book	Luke
182	NULL	chapter	23
182	NULL	cid	42N 23
182	NULL	cname	Luke 23
182	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:23
182	NULL	metadata	Caroline T. Schroeder
182	NULL	version_date	16 April 2015
182	NULL	version_n	1.0.1
183	NULL	book	Luke
183	NULL	chapter	24
183	NULL	cid	42N 24
183	NULL	cname	Luke 24
183	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:24
183	NULL	metadata	Caroline T. Schroeder
183	NULL	version_date	16 April 2015
183	NULL	version_n	1.0.1
184	NULL	book	Luke
184	NULL	chapter	3
184	NULL	cid	42N 3
184	NULL	cname	Luke 3
184	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:3
184	NULL	metadata	Caroline T. Schroeder
184	NULL	version_date	16 April 2015
184	NULL	version_n	1.0.1
185	NULL	book	Luke
185	NULL	chapter	4
185	NULL	cid	42N 4
185	NULL	cname	Luke 4
185	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:4
185	NULL	metadata	Caroline T. Schroeder
185	NULL	version_date	16 April 2015
185	NULL	version_n	1.0.1
186	NULL	book	Luke
186	NULL	chapter	5
186	NULL	cid	42N 5
186	NULL	cname	Luke 5
186	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:5
186	NULL	metadata	Caroline T. Schroeder
186	NULL	version_date	16 April 2015
186	NULL	version_n	1.0.1
187	NULL	book	Luke
187	NULL	chapter	6
187	NULL	cid	42N 6
187	NULL	cname	Luke 6
187	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:6
187	NULL	metadata	Caroline T. Schroeder
187	NULL	version_date	16 April 2015
187	NULL	version_n	1.0.1
188	NULL	book	Luke
188	NULL	chapter	7
188	NULL	cid	42N 7
188	NULL	cname	Luke 7
188	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:7
188	NULL	metadata	Caroline T. Schroeder
188	NULL	version_date	16 April 2015
188	NULL	version_n	1.0.1
189	NULL	book	Luke
189	NULL	chapter	8
189	NULL	cid	42N 8
189	NULL	cname	Luke 8
189	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:8
189	NULL	metadata	Caroline T. Schroeder
189	NULL	version_date	16 April 2015
189	NULL	version_n	1.0.1
190	NULL	book	Luke
190	NULL	chapter	9
190	NULL	cid	42N 9
190	NULL	cname	Luke 9
190	NULL	document_cts_urn	urn:cts:copticLit:nt.luke.sahidica:9
190	NULL	metadata	Caroline T. Schroeder
190	NULL	version_date	16 April 2015
190	NULL	version_n	1.0.1
192	NULL	book	Mark
192	NULL	chapter	1
192	NULL	cid	41N 1
192	NULL	cname	Mark 1
192	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:1
192	NULL	metadata	Caroline T. Schroeder
192	NULL	version_date	16 April 2015
192	NULL	version_n	1.0.1
193	NULL	book	Mark
193	NULL	chapter	10
193	NULL	cid	41N 10
193	NULL	cname	Mark 10
193	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:10
193	NULL	metadata	Caroline T. Schroeder
193	NULL	version_date	16 April 2015
193	NULL	version_n	1.0.1
194	NULL	book	Mark
194	NULL	chapter	11
194	NULL	cid	41N 11
194	NULL	cname	Mark 11
194	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:11
194	NULL	metadata	Caroline T. Schroeder
194	NULL	version_date	16 April 2015
194	NULL	version_n	1.0.1
195	NULL	book	Mark
195	NULL	chapter	12
195	NULL	cid	41N 12
195	NULL	cname	Mark 12
195	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:12
195	NULL	metadata	Caroline T. Schroeder
195	NULL	version_date	16 April 2015
195	NULL	version_n	1.0.1
196	NULL	book	Mark
196	NULL	chapter	13
196	NULL	cid	41N 13
196	NULL	cname	Mark 13
196	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:13
196	NULL	metadata	Caroline T. Schroeder
196	NULL	version_date	16 April 2015
196	NULL	version_n	1.0.1
197	NULL	book	Mark
197	NULL	chapter	14
197	NULL	cid	41N 14
197	NULL	cname	Mark 14
197	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:14
197	NULL	metadata	Caroline T. Schroeder
197	NULL	version_date	16 April 2015
197	NULL	version_n	1.0.1
198	NULL	book	Mark
198	NULL	chapter	15
198	NULL	cid	41N 15
198	NULL	cname	Mark 15
198	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:15
198	NULL	metadata	Caroline T. Schroeder
198	NULL	version_date	16 April 2015
198	NULL	version_n	1.0.1
199	NULL	book	Mark
199	NULL	chapter	16
199	NULL	cid	41N 16
199	NULL	cname	Mark 16
199	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:16
199	NULL	metadata	Caroline T. Schroeder
199	NULL	version_date	16 April 2015
199	NULL	version_n	1.0.1
200	NULL	book	Mark
200	NULL	chapter	2
200	NULL	cid	41N 2
200	NULL	cname	Mark 2
200	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:2
200	NULL	metadata	Caroline T. Schroeder
200	NULL	version_date	16 April 2015
200	NULL	version_n	1.0.1
201	NULL	book	Mark
201	NULL	chapter	3
201	NULL	cid	41N 3
201	NULL	cname	Mark 3
201	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:3
201	NULL	metadata	Caroline T. Schroeder
201	NULL	version_date	16 April 2015
201	NULL	version_n	1.0.1
202	NULL	book	Mark
202	NULL	chapter	4
202	NULL	cid	41N 4
202	NULL	cname	Mark 4
202	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:4
202	NULL	metadata	Caroline T. Schroeder
202	NULL	version_date	16 April 2015
202	NULL	version_n	1.0.1
203	NULL	book	Mark
203	NULL	chapter	5
203	NULL	cid	41N 5
203	NULL	cname	Mark 5
203	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:5
203	NULL	metadata	Caroline T. Schroeder
203	NULL	version_date	16 April 2015
203	NULL	version_n	1.0.1
204	NULL	book	Mark
204	NULL	chapter	6
204	NULL	cid	41N 6
204	NULL	cname	Mark 6
204	NULL	document_cts_urn	urn:cts:copticLit:nt.mark.sahidica:6
204	NULL	metadata	Caroline T. Schroeder
204	NULL	version_date	16 April 2015
204	NULL	version_n	1.0.1
205	NULL	book	Mark
205	NULL	chapter	7
205	NULL	cid	41N 7
205	NULL	cname	Mark 7
