6	NULL	redundant	no
6	NULL	source	David Brakke, Hany Takla, J Warren Wells
6	NULL	title	1 Corinthians Chapter 6
6	NULL	translation	World English Bible (WEB)
6	NULL	version_date	2015-06-01
6	NULL	version_n	1.1.1
7	NULL	annotation	Elizabeth Platte, Caroline T. Schroeder, David Sriboonreuang
7	NULL	book	1Cor
7	NULL	chapter	7
7	NULL	corpus	sahidica.1cor
7	NULL	document_cts_urn	urn:cts:copticLit:nt.1cor.sahidica_ed:7
7	NULL	Greek_source	Copyright 2010 by the Society of Biblical Literature and Logos Bible Software, see <a href='http://sblgnt.com/license'>details</a>
7	NULL	language	Sahidic Coptic
7	NULL	license	<a href='http://www.copticscriptorium.org/download/corpora/Mark/coptic_nt_sahidic.html'>(c)2000-2006 by J Warren Wells, for academic use only</a>
7	NULL	project	Coptic SCRIPTORIUM
7	NULL	redundant	no
7	NULL	source	David Brakke, Hany Takla, J Warren Wells
7	NULL	title	1 Corinthians Chapter 7
7	NULL	translation	World English Bible (WEB)
7	NULL	version_date	2015-06-01
7	NULL	version_n	1.1.1
8	NULL	annotation	Elizabeth Platte, Caroline T. Schroeder,  David Sriboonreuang
8	NULL	book	1Cor
8	NULL	chapter	8
8	NULL	corpus	sahidica.1cor
8	NULL	document_cts_urn	urn:cts:copticLit:nt.1cor.sahidica_ed:8
8	NULL	Greek_source	Copyright 2010 by the Society of Biblical Literature and Logos Bible Software, see <a href='http://sblgnt.com/license'>details</a>
8	NULL	language	Sahidic Coptic
8	NULL	license	<a href='http://www.copticscriptorium.org/download/corpora/Mark/coptic_nt_sahidic.html'>(c)2000-2006 by J Warren Wells, for academic use only</a>
8	NULL	project	Coptic SCRIPTORIUM
8	NULL	redundant	no
8	NULL	source	David Brakke, Hany Takla, J Warren Wells
8	NULL	title	1 Corinthians Chapter 8
8	NULL	translation	World English Bible (WEB)
8	NULL	version_date	2015-06-01
8	NULL	version_n	1.1.1
