norm="ⲡⲟⲛⲏⲣⲟⲥ"	search for the normalized word ⲡⲟⲛⲏⲣⲟⲥ
translation=/.*[Ee]vil.*/	search for "evil" in the translation
pos="NEG"	search for negations
lang="Greek"	search for words of Greek origin
lb_n . lb_n _o_ orig & #1 _o_ #3	search for diplomatic units that contain a line break
